Date,Location,Mall,Month,On_Off_Cmd,A/M_Status,Trip_Status,Run_Status,Schedule_Mode,Time_Schedule,Is_Weekend,Season,Climate_Prone,Outdoor_Temperature,Indoor_Temperature,Occupancy,Fan_Speed,Air_Filter,Air_Quality_PPM,Power_consumption_kwh
2021-02-02,Chennai,Paladium,2,ON,Auto,Trip,ON,Scheduled,Scheduled,0,Winter,Summer,28,23,137,Medium,Low,249,22
2021-02-03,Chennai,Paladium,2,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,28,20,243,Medium,Medium,281,26
2021-02-04,Chennai,Paladium,2,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,15,20,307,Medium,High,380,49
2021-02-05,Chennai,Paladium,2,ON,Manual,Normal,ON,Off,Off,0,Winter,Summer,27,24,177,Low,Low,203,15
2021-02-06,Chennai,Paladium,2,ON,Manual,Normal,ON,Off,Off,1,Winter,Summer,24,23,497,Low,High,321,34
2021-02-07,Chennai,Paladium,2,ON,Manual,Trip,OFF,Off,Off,1,Winter,Summer,29,24,391,Medium,High,348,53
2021-02-08,Chennai,Paladium,2,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,16,20,232,Low,Medium,266,27
2021-02-09,Chennai,Paladium,2,ON,Auto,Trip,ON,Scheduled,Scheduled,0,Winter,Summer,21,23,216,Low,Medium,297,22
2021-02-10,Chennai,Paladium,2,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,18,21,145,Low,Low,241,12
2021-02-11,Chennai,Paladium,2,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Winter,Summer,17,19,327,Low,High,387,30
2021-02-12,Chennai,Paladium,2,ON,Auto,Trip,ON,Off,Off,0,Winter,Summer,20,19,315,Low,High,321,39
2021-02-13,Chennai,Paladium,2,ON,Manual,Trip,ON,Off,Off,1,Winter,Summer,15,23,430,Medium,High,357,54
2021-02-14,Chennai,Paladium,2,ON,Auto,Normal,ON,Off,Off,1,Winter,Summer,22,22,427,Low,High,340,39
2021-02-15,Chennai,Paladium,2,ON,Auto,Trip,ON,Off,Off,0,Winter,Summer,21,23,144,Low,Low,243,11
2021-02-16,Chennai,Paladium,2,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,23,22,112,Low,Low,220,19
2021-02-17,Chennai,Paladium,2,ON,Manual,Normal,ON,Off,Off,0,Winter,Summer,25,20,270,Medium,Medium,269,29
2021-02-18,Chennai,Paladium,2,ON,Manual,Normal,ON,Off,Off,0,Winter,Summer,16,20,210,Low,Medium,276,22
2021-02-19,Chennai,Paladium,2,ON,Manual,Trip,ON,Scheduled,Scheduled,0,Winter,Summer,15,24,205,Medium,Medium,267,32
2021-02-20,Chennai,Paladium,2,ON,Manual,Normal,ON,Off,Off,1,Winter,Summer,23,23,478,Low,High,351,30
2021-02-21,Chennai,Paladium,2,ON,Manual,Normal,OFF,Off,Off,1,Winter,Summer,28,20,310,Medium,High,392,52
2021-02-22,Chennai,Paladium,2,ON,Manual,Trip,ON,Off,Off,0,Winter,Summer,28,22,255,Medium,Medium,263,26
2021-02-23,Chennai,Paladium,2,ON,Manual,Trip,ON,Off,Off,0,Winter,Summer,27,23,144,Low,Low,236,16
2021-02-24,Chennai,Paladium,2,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,26,20,137,Medium,Low,216,20
2021-02-25,Chennai,Paladium,2,ON,Manual,Normal,ON,Off,Off,0,Winter,Summer,28,20,136,Medium,Low,245,24
2021-02-26,Chennai,Paladium,2,ON,Manual,Normal,ON,Off,Off,0,Winter,Summer,15,22,266,Medium,Medium,297,29
2021-02-27,Chennai,Paladium,2,ON,Auto,Trip,ON,Off,Off,1,Winter,Summer,15,20,364,Medium,High,377,46
2021-02-28,Chennai,Paladium,2,ON,Manual,Normal,ON,Off,Off,1,Winter,Summer,25,22,433,Low,High,366,31
2021-03-01,Chennai,Paladium,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,42,25,159,High,Low,248,22
2021-03-02,Chennai,Paladium,3,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,41,28,199,High,Low,207,24
2021-03-03,Chennai,Paladium,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,43,25,117,High,Low,233,20
2021-03-04,Chennai,Paladium,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,34,26,345,Medium,High,329,50
2021-03-05,Chennai,Paladium,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,36,24,193,High,Low,217,21
2021-03-06,Chennai,Paladium,3,ON,Manual,Trip,ON,Off,Off,1,Summer,Summer,39,23,388,High,High,307,70
2021-03-07,Chennai,Paladium,3,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Summer,Summer,32,24,395,Medium,High,314,50
2021-03-08,Chennai,Paladium,3,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,31,26,195,Medium,Low,248,19
2021-03-09,Chennai,Paladium,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,35,22,305,High,High,313,84
2021-03-10,Chennai,Paladium,3,ON,Auto,Trip,ON,Scheduled,Scheduled,0,Summer,Summer,30,24,235,Medium,Medium,255,34
2021-03-11,Chennai,Paladium,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,31,26,298,Medium,Medium,255,29
2021-03-12,Chennai,Paladium,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,31,23,268,Medium,Medium,281,31
2021-03-13,Chennai,Paladium,3,ON,Manual,Normal,ON,Scheduled,Scheduled,1,Summer,Summer,33,26,310,Medium,High,337,44
2021-03-14,Chennai,Paladium,3,ON,Auto,Trip,ON,Off,Off,1,Summer,Summer,33,24,390,Medium,High,382,46
2021-03-15,Chennai,Paladium,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,41,28,307,High,High,304,75
2021-03-16,Chennai,Paladium,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,42,31,157,High,Low,202,22
2021-03-17,Chennai,Paladium,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,30,20,216,High,Medium,254,34
2021-03-18,Chennai,Paladium,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,31,22,154,Medium,Low,212,24
2021-03-19,Chennai,Paladium,3,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,32,22,130,High,Low,229,21
2021-03-20,Chennai,Paladium,3,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,44,30,485,High,High,332,63
2021-03-21,Chennai,Paladium,3,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,32,25,415,Medium,High,353,42
2021-03-22,Chennai,Paladium,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,42,28,224,High,Medium,253,33
2021-03-23,Chennai,Paladium,3,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,40,23,154,High,Low,224,22
2021-03-24,Chennai,Paladium,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,44,28,306,High,High,348,82
2021-03-25,Chennai,Paladium,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,41,30,130,High,Low,223,20
2021-03-26,Chennai,Paladium,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,38,25,250,High,Medium,256,34
2021-03-27,Chennai,Paladium,3,ON,Manual,Normal,ON,Scheduled,Scheduled,1,Summer,Summer,30,24,399,Medium,High,342,54
2021-03-28,Chennai,Paladium,3,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,43,31,398,High,High,325,75
2021-03-29,Chennai,Paladium,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,37,23,167,High,Low,202,21
2021-03-30,Chennai,Paladium,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,39,25,110,High,Low,217,22
2021-03-31,Chennai,Paladium,3,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,38,26,162,High,Low,249,28
2021-04-01,Chennai,Paladium,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,36,22,111,High,Low,217,20
2021-04-02,Chennai,Paladium,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,41,29,137,High,Low,209,27
2021-04-03,Chennai,Paladium,4,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,39,25,356,High,High,389,86
2021-04-04,Chennai,Paladium,4,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,35,22,333,High,High,315,73
2021-04-05,Chennai,Paladium,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,35,23,207,High,Medium,280,32
2021-04-06,Chennai,Paladium,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,43,31,289,High,Medium,268,37
2021-04-07,Chennai,Paladium,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,34,22,138,High,Low,248,25
2021-04-08,Chennai,Paladium,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,39,23,162,High,Low,221,26
2021-04-09,Chennai,Paladium,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,35,25,302,High,High,316,83
2021-04-10,Chennai,Paladium,4,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,32,24,315,Medium,High,316,44
2021-04-11,Chennai,Paladium,4,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,30,20,444,High,High,300,64
2021-04-12,Chennai,Paladium,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,40,22,336,High,High,346,85
2021-04-13,Chennai,Paladium,4,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,37,26,124,High,Low,202,21
2021-04-14,Chennai,Paladium,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,39,26,170,High,Low,202,22
2021-04-15,Chennai,Paladium,4,ON,Manual,Normal,OFF,Off,Off,0,Summer,Summer,41,31,288,High,Medium,256,36
2021-04-16,Chennai,Paladium,4,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,41,27,316,High,High,359,87
2021-04-17,Chennai,Paladium,4,ON,Manual,Normal,OFF,Off,Off,1,Summer,Summer,33,23,365,High,High,363,80
2021-04-18,Chennai,Paladium,4,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,41,25,399,High,High,323,59
2021-04-19,Chennai,Paladium,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,38,23,222,High,Medium,257,34
2021-04-20,Chennai,Paladium,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,36,23,313,High,High,354,65
2021-04-21,Chennai,Paladium,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,36,23,278,High,Medium,299,38
2021-04-22,Chennai,Paladium,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,35,26,276,Medium,Medium,271,27
2021-04-23,Chennai,Paladium,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,42,29,210,High,Medium,251,32
2021-04-24,Chennai,Paladium,4,ON,Manual,Normal,ON,Scheduled,Scheduled,1,Summer,Summer,33,22,394,High,High,308,75
2021-04-25,Chennai,Paladium,4,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,38,25,449,High,High,373,61
2021-04-26,Chennai,Paladium,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,38,25,181,High,Low,219,22
2021-04-27,Chennai,Paladium,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,35,24,320,High,High,391,57
2021-04-28,Chennai,Paladium,4,ON,Auto,Trip,ON,Scheduled,Scheduled,0,Summer,Summer,32,26,288,Medium,Medium,275,28
2021-04-29,Chennai,Paladium,4,ON,Manual,Normal,OFF,Off,Off,0,Summer,Summer,34,26,201,Medium,Medium,279,25
2021-04-30,Chennai,Paladium,4,ON,Manual,Trip,ON,Off,Off,0,Summer,Summer,31,22,106,Medium,Low,217,22
2021-05-01,Chennai,Paladium,5,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Summer,Summer,30,20,343,High,High,368,62
2021-05-02,Chennai,Paladium,5,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,37,26,487,High,High,365,67
2021-05-03,Chennai,Paladium,5,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,43,29,133,High,Low,203,21
2021-05-04,Chennai,Paladium,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,33,25,135,Medium,Low,207,21
2021-05-05,Chennai,Paladium,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,33,25,142,Medium,Low,244,21
2021-05-06,Chennai,Paladium,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,36,23,217,High,Medium,296,31
2021-05-07,Chennai,Paladium,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,34,24,252,High,Medium,264,35
2021-05-08,Chennai,Paladium,5,ON,Manual,Trip,ON,Off,Off,1,Summer,Summer,40,25,476,High,High,358,87
2021-05-09,Chennai,Paladium,5,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Summer,Summer,34,25,300,Medium,Medium,291,30
2021-05-10,Chennai,Paladium,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,41,27,154,High,Low,245,28
2021-05-11,Chennai,Paladium,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,39,24,132,High,Low,231,23
2021-05-12,Chennai,Paladium,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,31,26,268,Medium,Medium,279,26
2021-05-13,Chennai,Paladium,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,44,27,150,High,Low,209,26
2021-05-14,Chennai,Paladium,5,ON,Manual,Trip,ON,Off,Off,0,Summer,Summer,35,22,171,High,Low,228,29
2021-05-15,Chennai,Paladium,5,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,30,24,323,Medium,High,395,44
2021-05-16,Chennai,Paladium,5,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,36,25,412,High,High,358,84
2021-05-17,Chennai,Paladium,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,32,25,349,Medium,High,329,50
2021-05-18,Chennai,Paladium,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,34,22,145,High,Low,207,29
2021-05-19,Chennai,Paladium,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,34,25,205,Medium,Medium,298,27
2021-05-20,Chennai,Paladium,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,39,24,324,High,High,313,62
2021-05-21,Chennai,Paladium,5,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,30,20,214,High,Medium,260,38
2021-05-22,Chennai,Paladium,5,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,33,23,438,High,High,350,76
2021-05-23,Chennai,Paladium,5,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,39,23,463,High,High,390,86
2021-05-24,Chennai,Paladium,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,33,25,109,Medium,Low,207,19
2021-05-25,Chennai,Paladium,5,ON,Manual,Normal,OFF,Off,Off,0,Summer,Summer,32,26,339,Medium,High,317,48
2021-05-26,Chennai,Paladium,5,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,43,25,160,High,Low,245,26
2021-05-27,Chennai,Paladium,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,31,25,111,Medium,Low,207,24
2021-05-28,Chennai,Paladium,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,33,24,238,Medium,Medium,287,34
2021-05-29,Chennai,Paladium,5,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,34,24,461,High,High,301,63
2021-05-30,Chennai,Paladium,5,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Summer,Summer,31,26,488,Medium,High,307,51
2021-05-31,Chennai,Paladium,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,41,25,165,High,Low,234,28
2021-06-01,Chennai,Paladium,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,37,22,265,High,Medium,278,32
2021-06-02,Chennai,Paladium,6,ON,Auto,Trip,OFF,Off,Off,0,Summer,Summer,37,24,342,High,High,398,61
2021-06-03,Chennai,Paladium,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,38,25,233,High,Medium,258,35
2021-06-04,Chennai,Paladium,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,37,23,119,High,Low,248,20
2021-06-05,Chennai,Paladium,6,ON,Manual,Trip,ON,Scheduled,Scheduled,1,Summer,Summer,30,22,478,Medium,High,369,51
2021-06-06,Chennai,Paladium,6,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Summer,Summer,34,23,414,High,High,345,61
2021-06-07,Chennai,Paladium,6,ON,Manual,Trip,ON,Off,Off,0,Summer,Summer,36,24,255,High,Medium,280,34
2021-06-08,Chennai,Paladium,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,31,25,325,Medium,High,395,44
2021-06-09,Chennai,Paladium,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,41,25,326,High,High,392,79
2021-06-10,Chennai,Paladium,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,40,25,330,High,High,365,85
2021-06-11,Chennai,Paladium,6,ON,Auto,Trip,OFF,Off,Off,0,Summer,Summer,40,25,343,High,High,323,87
2021-06-12,Chennai,Paladium,6,ON,Manual,Normal,ON,Scheduled,Scheduled,1,Summer,Summer,30,21,494,Medium,High,392,40
2021-06-13,Chennai,Paladium,6,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,43,27,383,High,High,376,77
2021-06-14,Chennai,Paladium,6,ON,Manual,Trip,ON,Off,Off,0,Summer,Summer,37,24,243,High,Medium,258,32
2021-06-15,Chennai,Paladium,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,34,24,150,High,Low,245,23
2021-06-16,Chennai,Paladium,6,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,41,29,333,High,High,332,66
2021-06-17,Chennai,Paladium,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,31,23,230,Medium,Medium,266,31
2021-06-18,Chennai,Paladium,6,ON,Manual,Normal,OFF,Off,Off,0,Summer,Summer,32,22,141,High,Low,244,22
2021-06-19,Chennai,Paladium,6,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Summer,Summer,31,26,429,Medium,High,379,46
2021-06-20,Chennai,Paladium,6,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,39,25,492,High,High,396,60
2021-06-21,Chennai,Paladium,6,ON,Manual,Trip,ON,Off,Off,0,Summer,Summer,42,30,178,High,Low,223,24
2021-06-22,Chennai,Paladium,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,40,22,343,High,High,335,71
2021-06-23,Chennai,Paladium,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,41,26,305,High,High,346,63
2021-06-24,Chennai,Paladium,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,42,31,287,High,Medium,270,31
2021-06-25,Chennai,Paladium,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,39,22,266,High,Medium,297,35
2021-06-26,Chennai,Paladium,6,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,32,22,415,High,High,379,73
2021-06-27,Chennai,Paladium,6,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,42,30,309,High,High,315,85
2021-06-28,Chennai,Paladium,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,36,24,240,High,Medium,287,37
2021-06-29,Chennai,Paladium,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,32,23,317,Medium,High,367,52
2021-06-30,Chennai,Paladium,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,41,26,257,High,Medium,295,32
2021-07-01,Chennai,Paladium,7,ON,Manual,Normal,OFF,Off,Off,0,Monsoon,Summer,29,20,190,Medium,Low,221,17
2021-07-02,Chennai,Paladium,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,29,24,211,Medium,Medium,269,33
2021-07-03,Chennai,Paladium,7,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Monsoon,Summer,17,20,393,Low,High,329,30
2021-07-04,Chennai,Paladium,7,ON,Manual,Normal,ON,Off,Off,1,Monsoon,Summer,15,23,422,Medium,High,308,51
2021-07-05,Chennai,Paladium,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Summer,22,21,168,Low,Low,201,15
2021-07-06,Chennai,Paladium,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,21,22,216,Low,Medium,295,27
2021-07-07,Chennai,Paladium,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Summer,15,21,291,Medium,Medium,292,29
2021-07-08,Chennai,Paladium,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Summer,25,20,339,Medium,High,350,42
2021-07-09,Chennai,Paladium,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Summer,28,22,227,Medium,Medium,288,27
2021-07-10,Chennai,Paladium,7,ON,Auto,Trip,ON,Off,Off,1,Monsoon,Summer,29,24,476,Medium,High,323,46
2021-07-11,Chennai,Paladium,7,ON,Auto,Normal,ON,Off,Off,1,Monsoon,Summer,15,22,341,Medium,High,329,53
2021-07-12,Chennai,Paladium,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Summer,29,23,170,Medium,Low,232,22
2021-07-13,Chennai,Paladium,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,25,20,301,Medium,High,306,49
2021-07-14,Chennai,Paladium,7,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Monsoon,Summer,23,23,344,Low,High,368,33
2021-07-15,Chennai,Paladium,7,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Monsoon,Summer,20,24,233,Low,Medium,261,22
2021-07-16,Chennai,Paladium,7,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Monsoon,Summer,19,21,344,Low,High,378,36
2021-07-17,Chennai,Paladium,7,ON,Manual,Normal,ON,Off,Off,1,Monsoon,Summer,21,24,307,Low,High,384,31
2021-07-18,Chennai,Paladium,7,ON,Auto,Normal,ON,Off,Off,1,Monsoon,Summer,27,22,369,Medium,High,380,45
2021-07-19,Chennai,Paladium,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Summer,28,21,299,Medium,Medium,254,30
2021-07-20,Chennai,Paladium,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Summer,19,18,324,Low,High,384,30
2021-07-21,Chennai,Paladium,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Summer,23,21,253,Low,Medium,269,24
2021-07-22,Chennai,Paladium,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Summer,16,18,171,Low,Low,220,16
2021-07-23,Chennai,Paladium,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Summer,21,24,250,Low,Medium,259,24
2021-07-24,Chennai,Paladium,7,ON,Manual,Normal,OFF,Off,Off,1,Monsoon,Summer,24,24,338,Low,High,312,30
2021-07-25,Chennai,Paladium,7,ON,Auto,Normal,ON,Off,Off,1,Monsoon,Summer,24,20,383,Low,High,396,35
2021-07-26,Chennai,Paladium,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,28,22,348,Medium,High,329,46
