Date,Location,Mall,Month,On_Off_Cmd,A/M_Status,Trip_Status,Run_Status,Schedule_Mode,Time_Schedule,Is_Weekend,Season,Climate_Prone,Outdoor_Temperature,Indoor_Temperature,Occupancy,Fan_Speed,Air_Filter,Air_Quality_PPM,Power_consumption_kwh
2021-02-18,Lucknow,United,2,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Winter,Winter,8,15,106,Medium,Low,223,16
2021-02-19,Lucknow,United,2,ON,Manual,Normal,ON,Off,Off,0,Winter,Winter,10,17,143,Medium,Low,236,18
2021-02-20,Lucknow,United,2,ON,Auto,Normal,OFF,Off,Off,1,Winter,Winter,11,19,374,Medium,High,316,42
2021-02-21,Lucknow,United,2,ON,Manual,Normal,ON,Scheduled,Scheduled,1,Winter,Winter,15,23,345,Medium,High,356,54
2021-02-22,Lucknow,United,2,ON,Auto,Normal,ON,Off,Off,0,Winter,Winter,13,22,288,Medium,Medium,278,33
2021-02-23,Lucknow,United,2,ON,Manual,Normal,ON,Off,Off,0,Winter,Winter,10,12,162,Low,Low,247,18
2021-02-24,Lucknow,United,2,ON,Auto,Normal,ON,Off,Off,0,Winter,Winter,13,18,215,Medium,Medium,294,29
2021-02-25,Lucknow,United,2,ON,Auto,Trip,ON,Scheduled,Scheduled,0,Winter,Winter,10,13,105,Low,Low,214,12
2021-02-26,Lucknow,United,2,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Winter,Winter,15,24,336,Medium,High,379,51
2021-02-27,Lucknow,United,2,ON,Auto,Normal,ON,Off,Off,1,Winter,Winter,16,20,370,Low,High,332,34
2021-02-28,Lucknow,United,2,ON,Auto,Normal,ON,Off,Off,1,Winter,Winter,14,24,490,High,High,348,55
2021-03-01,Lucknow,United,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,27,20,168,Medium,Low,237,20
2021-03-02,Lucknow,United,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,36,25,153,High,Low,221,20
2021-03-03,Lucknow,United,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,39,22,100,High,Low,207,26
2021-03-04,Lucknow,United,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,35,24,161,High,Low,240,25
2021-03-05,Lucknow,United,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,36,22,186,High,Low,230,23
2021-03-06,Lucknow,United,3,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,38,22,428,High,High,329,85
2021-03-07,Lucknow,United,3,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,39,22,418,High,High,345,77
2021-03-08,Lucknow,United,3,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,34,25,155,Medium,Low,211,24
2021-03-09,Lucknow,United,3,ON,Auto,Normal,OFF,Off,Off,0,Summer,Winter,29,21,104,Medium,Low,221,22
2021-03-10,Lucknow,United,3,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,29,24,197,Medium,Low,212,19
2021-03-11,Lucknow,United,3,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,29,20,164,Medium,Low,241,19
2021-03-12,Lucknow,United,3,ON,Auto,Normal,OFF,Off,Off,0,Summer,Winter,37,23,292,High,Medium,263,37
2021-03-13,Lucknow,United,3,ON,Auto,Normal,OFF,Off,Off,1,Summer,Winter,28,24,310,Low,High,371,39
2021-03-14,Lucknow,United,3,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,27,21,465,Medium,High,350,42
2021-03-15,Lucknow,United,3,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,37,26,219,High,Medium,296,37
2021-03-16,Lucknow,United,3,ON,Auto,Trip,ON,Off,Off,0,Summer,Winter,39,25,153,High,Low,228,29
2021-03-17,Lucknow,United,3,ON,Auto,Normal,OFF,Off,Off,0,Summer,Winter,38,25,214,High,Medium,257,39
2021-03-18,Lucknow,United,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,30,21,253,Medium,Medium,286,29
2021-03-19,Lucknow,United,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,32,22,261,High,Medium,286,32
2021-03-20,Lucknow,United,3,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,33,26,323,Medium,High,343,47
2021-03-21,Lucknow,United,3,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,39,23,339,High,High,322,62
2021-03-22,Lucknow,United,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,39,25,246,High,Medium,251,33
2021-03-23,Lucknow,United,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,38,23,306,High,High,311,67
2021-03-24,Lucknow,United,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,35,26,253,Medium,Medium,283,31
2021-03-25,Lucknow,United,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,26,24,334,Low,High,387,37
2021-03-26,Lucknow,United,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,35,25,319,High,High,371,71
2021-03-27,Lucknow,United,3,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,29,24,480,Medium,High,328,49
2021-03-28,Lucknow,United,3,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,33,26,346,Medium,High,349,51
2021-03-29,Lucknow,United,3,ON,Auto,Normal,OFF,Off,Off,0,Summer,Winter,33,23,207,High,Medium,289,33
2021-03-30,Lucknow,United,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,25,21,118,Low,Low,213,12
2021-03-31,Lucknow,United,3,ON,Auto,Trip,ON,Off,Off,0,Summer,Winter,26,21,205,Medium,Medium,292,29
2021-04-01,Lucknow,United,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,30,24,244,Medium,Medium,275,29
2021-04-02,Lucknow,United,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,25,23,314,Low,High,374,32
2021-04-03,Lucknow,United,4,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,28,21,376,Medium,High,393,45
2021-04-04,Lucknow,United,4,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,26,22,401,Low,High,397,30
2021-04-05,Lucknow,United,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Winter,35,22,304,High,High,371,64
2021-04-06,Lucknow,United,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,39,24,160,High,Low,219,26
2021-04-07,Lucknow,United,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,34,22,345,High,High,364,77
2021-04-08,Lucknow,United,4,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,34,25,244,Medium,Medium,269,29
2021-04-09,Lucknow,United,4,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,26,20,149,Medium,Low,248,19
2021-04-10,Lucknow,United,4,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,34,23,452,High,High,327,70
2021-04-11,Lucknow,United,4,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,25,24,396,Low,High,370,31
2021-04-12,Lucknow,United,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,32,24,155,Medium,Low,232,20
2021-04-13,Lucknow,United,4,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,30,24,335,Medium,High,334,53
2021-04-14,Lucknow,United,4,ON,Manual,Normal,OFF,Off,Off,0,Summer,Winter,26,22,349,Low,High,388,38
2021-04-15,Lucknow,United,4,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,33,25,179,Medium,Low,208,20
2021-04-16,Lucknow,United,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,27,23,248,Low,Medium,277,21
2021-04-17,Lucknow,United,4,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,25,21,437,Low,High,392,39
2021-04-18,Lucknow,United,4,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,37,24,395,High,High,315,80
2021-04-19,Lucknow,United,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,25,22,310,Low,High,312,31
2021-04-20,Lucknow,United,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,38,23,168,High,Low,222,28
2021-04-21,Lucknow,United,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,30,24,159,Medium,Low,228,16
2021-04-22,Lucknow,United,4,ON,Auto,Trip,ON,Off,Off,0,Summer,Winter,32,23,110,Medium,Low,249,24
2021-04-23,Lucknow,United,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Winter,31,26,124,Medium,Low,240,24
2021-04-24,Lucknow,United,4,ON,Manual,Trip,ON,Off,Off,1,Summer,Winter,30,20,441,High,High,364,80
2021-04-25,Lucknow,United,4,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,38,23,332,High,High,335,87
2021-04-26,Lucknow,United,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,31,23,265,Medium,Medium,250,30
2021-04-27,Lucknow,United,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Winter,38,25,142,High,Low,216,22
2021-04-28,Lucknow,United,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Winter,35,23,343,High,High,325,68
2021-04-29,Lucknow,United,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,35,23,238,High,Medium,295,39
2021-04-30,Lucknow,United,4,ON,Manual,Trip,OFF,Off,Off,0,Summer,Winter,39,23,289,High,Medium,287,34
2021-05-01,Lucknow,United,5,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,29,23,467,Medium,High,349,53
2021-05-02,Lucknow,United,5,ON,Auto,Trip,ON,Off,Off,1,Summer,Winter,34,23,352,High,High,313,67
2021-05-03,Lucknow,United,5,ON,Auto,Trip,ON,Off,Off,0,Summer,Winter,27,24,198,Low,Low,211,13
2021-05-04,Lucknow,United,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,39,23,339,High,High,371,67
2021-05-05,Lucknow,United,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,28,23,232,Medium,Medium,257,30
2021-05-06,Lucknow,United,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,25,21,103,Low,Low,243,14
2021-05-07,Lucknow,United,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,25,21,171,Low,Low,225,11
2021-05-08,Lucknow,United,5,ON,Auto,Trip,ON,Scheduled,Scheduled,1,Summer,Winter,28,20,321,Medium,High,388,47
2021-05-09,Lucknow,United,5,ON,Auto,Trip,ON,Off,Off,1,Summer,Winter,30,22,336,Medium,High,344,48
2021-05-10,Lucknow,United,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,29,21,328,Medium,High,324,46
2021-05-11,Lucknow,United,5,ON,Manual,Normal,OFF,Off,Off,0,Summer,Winter,30,23,150,Medium,Low,205,24
2021-05-12,Lucknow,United,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,38,24,321,High,High,331,80
2021-05-13,Lucknow,United,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,27,21,346,Medium,High,389,53
2021-05-14,Lucknow,United,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,28,20,308,Medium,High,334,52
2021-05-15,Lucknow,United,5,ON,Manual,Normal,ON,Scheduled,Scheduled,1,Summer,Winter,39,26,451,High,High,331,60
2021-05-16,Lucknow,United,5,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,30,21,452,Medium,High,334,49
2021-05-17,Lucknow,United,5,ON,Manual,Trip,ON,Scheduled,Scheduled,0,Summer,Winter,28,23,232,Medium,Medium,286,33
2021-05-18,Lucknow,United,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,25,24,256,Low,Medium,257,22
2021-05-19,Lucknow,United,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,25,20,130,Medium,Low,248,18
2021-05-20,Lucknow,United,5,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,33,26,225,Medium,Medium,265,31
2021-05-21,Lucknow,United,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,37,26,347,High,High,332,68
2021-05-22,Lucknow,United,5,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,36,22,469,High,High,323,72
2021-05-23,Lucknow,United,5,ON,Manual,Trip,ON,Off,Off,1,Summer,Winter,38,22,392,High,High,315,66
2021-05-24,Lucknow,United,5,ON,Auto,Trip,ON,Scheduled,Scheduled,0,Summer,Winter,31,26,250,Medium,Medium,272,34
2021-05-25,Lucknow,United,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,39,22,324,High,High,360,73
2021-05-26,Lucknow,United,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,31,26,174,Medium,Low,234,22
2021-05-27,Lucknow,United,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,38,23,274,High,Medium,262,37
2021-05-28,Lucknow,United,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,38,22,134,High,Low,239,28
2021-05-29,Lucknow,United,5,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,37,24,480,High,High,370,89
2021-05-30,Lucknow,United,5,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,27,21,408,Medium,High,343,42
2021-05-31,Lucknow,United,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,27,23,139,Low,Low,220,13
2021-06-01,Lucknow,United,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,31,24,238,Medium,Medium,272,34
2021-06-02,Lucknow,United,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,27,22,100,Medium,Low,237,21
2021-06-03,Lucknow,United,6,ON,Auto,Trip,ON,Off,Off,0,Summer,Winter,33,23,309,High,High,366,60
2021-06-04,Lucknow,United,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,27,24,251,Low,Medium,296,27
2021-06-05,Lucknow,United,6,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,37,25,324,High,High,326,68
2021-06-06,Lucknow,United,6,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,25,23,469,Low,High,390,39
2021-06-07,Lucknow,United,6,ON,Auto,Trip,ON,Off,Off,0,Summer,Winter,32,24,158,Medium,Low,228,23
2021-06-08,Lucknow,United,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,38,23,300,High,Medium,267,39
2021-06-09,Lucknow,United,6,ON,Auto,Trip,ON,Off,Off,0,Summer,Winter,33,23,324,High,High,389,67
2021-06-10,Lucknow,United,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,37,24,273,High,Medium,280,34
2021-06-11,Lucknow,United,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,37,25,112,High,Low,201,26
2021-06-12,Lucknow,United,6,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,37,22,304,High,High,304,88
2021-06-13,Lucknow,United,6,ON,Manual,Trip,ON,Scheduled,Scheduled,1,Summer,Winter,34,25,325,Medium,High,374,53
2021-06-14,Lucknow,United,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,31,25,197,Medium,Low,219,17
2021-06-15,Lucknow,United,6,ON,Manual,Trip,OFF,Off,Off,0,Summer,Winter,35,23,162,High,Low,222,29
2021-06-16,Lucknow,United,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,31,23,157,Medium,Low,244,20
2021-06-17,Lucknow,United,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,33,23,258,High,Medium,276,38
2021-06-18,Lucknow,United,6,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,31,24,236,Medium,Medium,252,26
2021-06-19,Lucknow,United,6,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,28,20,300,Medium,Medium,295,30
2021-06-20,Lucknow,United,6,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,33,22,437,High,High,373,70
2021-06-21,Lucknow,United,6,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,38,23,342,High,High,377,85
2021-06-22,Lucknow,United,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,25,21,115,Low,Low,225,18
2021-06-23,Lucknow,United,6,ON,Auto,Trip,ON,Off,Off,0,Summer,Winter,34,26,225,Medium,Medium,283,26
2021-06-24,Lucknow,United,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,36,25,230,High,Medium,280,37
2021-06-25,Lucknow,United,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,30,24,252,Medium,Medium,281,32
2021-06-26,Lucknow,United,6,ON,Manual,Normal,ON,Scheduled,Scheduled,1,Summer,Winter,25,24,329,Low,High,384,34
2021-06-27,Lucknow,United,6,ON,Manual,Trip,ON,Scheduled,Scheduled,1,Summer,Winter,36,23,396,High,High,336,58
2021-06-28,Lucknow,United,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,29,20,210,Medium,Medium,282,30
2021-06-29,Lucknow,United,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,31,24,294,Medium,Medium,250,33
2021-06-30,Lucknow,United,6,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,38,24,287,High,Medium,295,36
2021-07-01,Lucknow,United,7,ON,Manual,Trip,ON,Off,Off,0,Monsoon,Winter,22,20,304,Low,High,392,30
2021-07-02,Lucknow,United,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Winter,19,21,228,Low,Medium,276,20
2021-07-03,Lucknow,United,7,ON,Auto,Normal,ON,Off,Off,1,Monsoon,Winter,16,22,309,Medium,High,340,40
2021-07-04,Lucknow,United,7,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Monsoon,Winter,26,24,341,Low,High,353,33
2021-07-05,Lucknow,United,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Winter,21,24,218,Low,Medium,293,21
2021-07-06,Lucknow,United,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Winter,23,21,326,Low,High,329,33
2021-07-07,Lucknow,United,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Winter,20,19,156,Low,Low,241,17
2021-07-08,Lucknow,United,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Winter,25,20,226,Medium,Medium,273,27
2021-07-09,Lucknow,United,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Winter,17,20,333,Low,High,324,34
2021-07-10,Lucknow,United,7,ON,Manual,Normal,ON,Off,Off,1,Monsoon,Winter,20,18,315,Low,High,345,35
2021-07-11,Lucknow,United,7,ON,Manual,Normal,ON,Off,Off,1,Monsoon,Winter,23,22,409,Low,High,351,33
2021-07-12,Lucknow,United,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Winter,20,20,268,Low,Medium,279,24
2021-07-13,Lucknow,United,7,ON,Auto,Trip,ON,Off,Off,0,Monsoon,Winter,23,21,230,Low,Medium,263,28
2021-07-14,Lucknow,United,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Winter,29,24,135,Medium,Low,244,18
2021-07-15,Lucknow,United,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Winter,19,23,277,Low,Medium,274,20
2021-07-16,Lucknow,United,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Winter,15,21,124,Medium,Low,238,16
2021-07-17,Lucknow,United,7,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Monsoon,Winter,28,24,358,Low,High,324,34
2021-07-18,Lucknow,United,7,ON,Auto,Normal,OFF,Off,Off,1,Monsoon,Winter,26,23,368,Low,High,338,31
2021-07-19,Lucknow,United,7,ON,Manual,Normal,OFF,Off,Off,0,Monsoon,Winter,25,22,133,Low,Low,206,19
2021-07-20,Lucknow,United,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Winter,22,23,278,Low,Medium,251,27
2021-07-21,Lucknow,United,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Winter,20,19,325,Low,High,393,34
2021-07-22,Lucknow,United,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Winter,25,20,241,Medium,Medium,299,26
2021-07-23,Lucknow,United,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Winter,26,23,125,Low,Low,232,10
2021-07-24,Lucknow,United,7,ON,Manual,Normal,ON,Off,Off,1,Monsoon,Winter,20,23,465,Low,High,319,34
2021-07-25,Lucknow,United,7,ON,Auto,Normal,ON,Off,Off,1,Monsoon,Winter,22,21,365,Low,High,304,32
2021-07-26,Lucknow,United,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Winter,20,20,201,Low,Medium,259,23
2021-07-27,Lucknow,United,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Winter,17,24,241,Medium,Medium,291,30
2021-07-28,Lucknow,United,7,ON,Manual,Trip,ON,Off,Off,0,Monsoon,Winter,18,24,136,Medium,Low,222,19
2021-07-29,Lucknow,United,7,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Monsoon,Winter,21,20,248,Low,Medium,256,20
2021-07-30,Lucknow,United,7,ON,Manual,Trip,ON,Scheduled,Scheduled,0,Monsoon,Winter,19,23,242,Low,Medium,262,24
2021-07-31,Lucknow,United,7,ON,Auto,Normal,ON,Off,Off,1,Monsoon,Winter,20,20,321,Low,High,379,36
