Date,Location,Mall,Month,On_Off_Cmd,A/M_Status,Trip_Status,Run_Status,Schedule_Mode,Time_Schedule,Is_Weekend,Season,Climate_Prone,Outdoor_Temperature,Indoor_Temperature,Occupancy,Fan_Speed,Air_Filter,Air_Quality_PPM,Power_consumption_kwh
2021-01-13,Mumbai,Marketcity,1,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,15,20,108,Medium,Low,244,24
2021-01-14,Mumbai,Marketcity,1,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Winter,Summer,28,23,148,Medium,Low,204,16
2021-01-15,Mumbai,Marketcity,1,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,26,22,331,Low,High,364,32
2021-01-16,Mumbai,Marketcity,1,ON,Auto,Normal,OFF,Off,Off,1,Winter,Summer,21,22,308,Low,High,319,31
2021-01-17,Mumbai,Marketcity,1,ON,Auto,Trip,ON,Off,Off,1,Winter,Summer,23,20,334,Low,High,316,37
2021-01-18,Mumbai,Marketcity,1,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Winter,Summer,17,19,160,Low,Low,218,15
2021-01-19,Mumbai,Marketcity,1,ON,Manual,Normal,ON,Off,Off,0,Winter,Summer,21,22,301,Low,High,332,37
2021-01-20,Mumbai,Marketcity,1,ON,Manual,Normal,ON,Off,Off,0,Winter,Summer,25,24,295,Low,Medium,273,25
2021-01-21,Mumbai,Marketcity,1,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,22,23,247,Low,Medium,298,26
2021-01-22,Mumbai,Marketcity,1,ON,Auto,Normal,OFF,Off,Off,0,Winter,Summer,19,23,164,Low,Low,242,15
2021-01-23,Mumbai,Marketcity,1,ON,Manual,Normal,ON,Off,Off,1,Winter,Summer,18,22,475,Low,High,326,34
2021-01-24,Mumbai,Marketcity,1,ON,Manual,Normal,ON,Off,Off,1,Winter,Summer,27,23,448,Low,High,331,31
2021-01-25,Mumbai,Marketcity,1,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Winter,Summer,15,21,210,Medium,Medium,257,32
2021-01-26,Mumbai,Marketcity,1,ON,Manual,Trip,ON,Off,Off,0,Winter,Summer,18,23,144,Medium,Low,203,24
2021-01-27,Mumbai,Marketcity,1,ON,Manual,Normal,ON,Off,Off,0,Winter,Summer,28,23,347,Medium,High,390,54
2021-01-28,Mumbai,Marketcity,1,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,28,22,278,Medium,Medium,285,27
2021-01-29,Mumbai,Marketcity,1,ON,Manual,Normal,ON,Off,Off,0,Winter,Summer,27,24,141,Low,Low,234,19
2021-01-30,Mumbai,Marketcity,1,ON,Manual,Trip,ON,Off,Off,1,Winter,Summer,29,23,363,Medium,High,353,42
2021-01-31,Mumbai,Marketcity,1,ON,Auto,Normal,ON,Off,Off,1,Winter,Summer,25,20,423,Medium,High,363,40
2021-02-01,Mumbai,Marketcity,2,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,22,20,199,Low,Low,238,11
2021-02-02,Mumbai,Marketcity,2,ON,Manual,Normal,ON,Off,Off,0,Winter,Summer,26,21,108,Medium,Low,248,18
2021-02-03,Mumbai,Marketcity,2,ON,Manual,Trip,ON,Off,Off,0,Winter,Summer,15,19,111,Low,Low,212,17
2021-02-04,Mumbai,Marketcity,2,ON,Auto,Normal,OFF,Off,Off,0,Winter,Summer,22,22,194,Low,Low,228,19
2021-02-05,Mumbai,Marketcity,2,ON,Auto,Trip,ON,Off,Off,0,Winter,Summer,27,20,163,Medium,Low,200,19
2021-02-06,Mumbai,Marketcity,2,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Winter,Summer,24,22,463,Low,High,309,37
2021-02-07,Mumbai,Marketcity,2,ON,Manual,Normal,OFF,Off,Off,1,Winter,Summer,26,21,315,Medium,High,329,42
2021-02-08,Mumbai,Marketcity,2,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,26,24,178,Low,Low,245,12
2021-02-09,Mumbai,Marketcity,2,ON,Manual,Trip,ON,Off,Off,0,Winter,Summer,18,22,344,Low,High,360,38
2021-02-10,Mumbai,Marketcity,2,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Winter,Summer,20,19,313,Low,High,373,37
2021-02-11,Mumbai,Marketcity,2,ON,Manual,Trip,OFF,Off,Off,0,Winter,Summer,21,20,129,Low,Low,231,15
2021-02-12,Mumbai,Marketcity,2,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,26,21,253,Medium,Medium,292,29
2021-02-13,Mumbai,Marketcity,2,ON,Manual,Normal,ON,Off,Off,1,Winter,Summer,26,22,481,Low,High,310,38
2021-02-14,Mumbai,Marketcity,2,ON,Auto,Normal,ON,Off,Off,1,Winter,Summer,25,20,455,Medium,High,307,45
2021-02-15,Mumbai,Marketcity,2,ON,Manual,Normal,ON,Off,Off,0,Winter,Summer,18,24,262,Medium,Medium,291,31
2021-02-16,Mumbai,Marketcity,2,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,20,21,212,Low,Medium,254,24
2021-02-17,Mumbai,Marketcity,2,ON,Auto,Trip,ON,Off,Off,0,Winter,Summer,18,18,278,Low,Medium,275,20
2021-02-18,Mumbai,Marketcity,2,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Winter,Summer,28,20,299,Medium,Medium,270,25
2021-02-19,Mumbai,Marketcity,2,ON,Manual,Normal,ON,Off,Off,0,Winter,Summer,15,18,150,Low,Low,205,10
2021-02-20,Mumbai,Marketcity,2,ON,Manual,Normal,OFF,Off,Off,1,Winter,Summer,19,18,427,Low,High,312,38
2021-02-21,Mumbai,Marketcity,2,ON,Manual,Normal,ON,Off,Off,1,Winter,Summer,21,23,301,Low,High,389,38
2021-02-22,Mumbai,Marketcity,2,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,15,22,264,Medium,Medium,275,27
2021-02-23,Mumbai,Marketcity,2,ON,Auto,Normal,ON,Off,Off,0,Winter,Summer,20,20,192,Low,Low,216,14
2021-02-24,Mumbai,Marketcity,2,ON,Auto,Normal,OFF,Off,Off,0,Winter,Summer,19,18,146,Low,Low,237,19
2021-02-25,Mumbai,Marketcity,2,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Winter,Summer,26,21,131,Medium,Low,225,15
2021-02-26,Mumbai,Marketcity,2,ON,Manual,Normal,ON,Off,Off,0,Winter,Summer,20,18,211,Low,Medium,265,23
2021-02-27,Mumbai,Marketcity,2,ON,Auto,Trip,OFF,Off,Off,1,Winter,Summer,27,20,398,Medium,High,306,49
2021-02-28,Mumbai,Marketcity,2,ON,Manual,Normal,ON,Off,Off,1,Winter,Summer,22,24,366,Low,High,365,35
2021-03-01,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,36,23,233,High,Medium,280,30
2021-03-02,Mumbai,Marketcity,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,42,30,166,High,Low,239,21
2021-03-03,Mumbai,Marketcity,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,44,28,157,High,Low,207,28
2021-03-04,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,35,23,249,High,Medium,298,38
2021-03-05,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,41,31,137,High,Low,224,28
2021-03-06,Mumbai,Marketcity,3,ON,Auto,Trip,ON,Off,Off,1,Summer,Summer,38,25,356,High,High,371,80
2021-03-07,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,34,24,480,High,High,323,89
2021-03-08,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,37,23,146,High,Low,247,24
2021-03-09,Mumbai,Marketcity,3,ON,Manual,Trip,ON,Off,Off,0,Summer,Summer,32,23,326,Medium,High,313,48
2021-03-10,Mumbai,Marketcity,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,30,23,110,Medium,Low,231,20
2021-03-11,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,44,30,210,High,Medium,293,31
2021-03-12,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,30,22,155,Medium,Low,225,24
2021-03-13,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,38,24,371,High,High,317,64
2021-03-14,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,30,20,307,High,High,364,61
2021-03-15,Mumbai,Marketcity,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,41,29,342,High,High,344,77
2021-03-16,Mumbai,Marketcity,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,42,28,285,High,Medium,286,30
2021-03-17,Mumbai,Marketcity,3,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,32,24,211,Medium,Medium,274,33
2021-03-18,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,40,22,101,High,Low,212,27
2021-03-19,Mumbai,Marketcity,3,ON,Manual,Trip,OFF,Off,Off,0,Summer,Summer,39,24,173,High,Low,234,28
2021-03-20,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Summer,Summer,34,26,364,Medium,High,369,43
2021-03-21,Mumbai,Marketcity,3,ON,Auto,Trip,ON,Scheduled,Scheduled,1,Summer,Summer,32,22,485,High,High,380,67
2021-03-22,Mumbai,Marketcity,3,ON,Manual,Normal,OFF,Off,Off,0,Summer,Summer,39,26,171,High,Low,201,20
2021-03-23,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,34,24,258,High,Medium,292,38
2021-03-24,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,36,22,171,High,Low,227,25
2021-03-25,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,41,27,105,High,Low,228,20
2021-03-26,Mumbai,Marketcity,3,ON,Manual,Trip,ON,Off,Off,0,Summer,Summer,42,30,284,High,Medium,261,35
2021-03-27,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,38,23,417,High,High,373,59
2021-03-28,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,41,29,497,High,High,305,67
2021-03-29,Mumbai,Marketcity,3,ON,Manual,Normal,OFF,Off,Off,0,Summer,Summer,37,23,271,High,Medium,265,33
2021-03-30,Mumbai,Marketcity,3,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,37,26,210,High,Medium,275,39
2021-03-31,Mumbai,Marketcity,3,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,31,23,107,Medium,Low,211,15
2021-04-01,Mumbai,Marketcity,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,34,24,330,High,High,343,73
2021-04-02,Mumbai,Marketcity,4,ON,Auto,Trip,ON,Off,Off,0,Summer,Summer,43,25,218,High,Medium,257,37
2021-04-03,Mumbai,Marketcity,4,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,44,25,498,High,High,332,64
2021-04-04,Mumbai,Marketcity,4,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,42,26,466,High,High,382,56
2021-04-05,Mumbai,Marketcity,4,ON,Manual,Normal,OFF,Off,Off,0,Summer,Summer,34,24,337,High,High,329,65
2021-04-06,Mumbai,Marketcity,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,38,24,261,High,Medium,282,39
2021-04-07,Mumbai,Marketcity,4,ON,Auto,Trip,ON,Off,Off,0,Summer,Summer,31,22,127,Medium,Low,217,24
2021-04-08,Mumbai,Marketcity,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,36,25,250,High,Medium,258,33
2021-04-09,Mumbai,Marketcity,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,34,23,191,High,Low,215,21
2021-04-10,Mumbai,Marketcity,4,ON,Auto,Trip,ON,Scheduled,Scheduled,1,Summer,Summer,31,25,465,Medium,High,385,53
2021-04-11,Mumbai,Marketcity,4,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,44,25,469,High,High,367,55
2021-04-12,Mumbai,Marketcity,4,ON,Manual,Trip,ON,Scheduled,Scheduled,0,Summer,Summer,42,25,274,High,Medium,270,32
2021-04-13,Mumbai,Marketcity,4,ON,Auto,Trip,OFF,Off,Off,0,Summer,Summer,32,22,171,High,Low,241,20
2021-04-14,Mumbai,Marketcity,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,39,25,270,High,Medium,253,39
2021-04-15,Mumbai,Marketcity,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,40,26,198,High,Low,220,27
2021-04-16,Mumbai,Marketcity,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,38,26,273,High,Medium,280,31
2021-04-17,Mumbai,Marketcity,4,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,39,23,427,High,High,368,72
2021-04-18,Mumbai,Marketcity,4,ON,Auto,Trip,ON,Off,Off,1,Summer,Summer,30,20,309,High,High,350,86
2021-04-19,Mumbai,Marketcity,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,35,23,107,High,Low,227,26
2021-04-20,Mumbai,Marketcity,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,30,21,214,Medium,Medium,283,34
2021-04-21,Mumbai,Marketcity,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,37,25,280,High,Medium,261,34
2021-04-22,Mumbai,Marketcity,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,36,23,218,High,Medium,267,35
2021-04-23,Mumbai,Marketcity,4,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,38,23,225,High,Medium,280,37
2021-04-24,Mumbai,Marketcity,4,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,41,28,415,High,High,351,57
2021-04-25,Mumbai,Marketcity,4,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,36,25,326,High,High,331,82
2021-04-26,Mumbai,Marketcity,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,36,26,327,High,High,314,75
2021-04-27,Mumbai,Marketcity,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,37,22,185,High,Low,219,26
2021-04-28,Mumbai,Marketcity,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,40,26,201,High,Medium,290,37
2021-04-29,Mumbai,Marketcity,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,32,25,101,Medium,Low,232,19
2021-04-30,Mumbai,Marketcity,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,33,24,180,Medium,Low,200,22
2021-05-01,Mumbai,Marketcity,5,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,33,23,336,High,High,321,62
2021-05-02,Mumbai,Marketcity,5,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,39,24,471,High,High,304,72
2021-05-03,Mumbai,Marketcity,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,34,22,268,High,Medium,271,36
2021-05-04,Mumbai,Marketcity,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,39,23,283,High,Medium,272,33
2021-05-05,Mumbai,Marketcity,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,36,24,254,High,Medium,263,36
2021-05-06,Mumbai,Marketcity,5,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,36,24,347,High,High,305,59
2021-05-07,Mumbai,Marketcity,5,ON,Manual,Normal,OFF,Off,Off,0,Summer,Summer,36,24,146,High,Low,201,20
2021-05-08,Mumbai,Marketcity,5,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,39,26,419,High,High,313,89
2021-05-09,Mumbai,Marketcity,5,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,39,23,356,High,High,362,75
2021-05-10,Mumbai,Marketcity,5,ON,Manual,Normal,OFF,Off,Off,0,Summer,Summer,39,26,261,High,Medium,281,33
2021-05-11,Mumbai,Marketcity,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,39,24,186,High,Low,211,26
2021-05-12,Mumbai,Marketcity,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,31,23,287,Medium,Medium,253,26
2021-05-13,Mumbai,Marketcity,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,32,23,108,Medium,Low,201,18
2021-05-14,Mumbai,Marketcity,5,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,35,22,260,High,Medium,283,36
2021-05-15,Mumbai,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,38,25,314,High,High,379,82
2021-05-16,Mumbai,Marketcity,5,ON,Manual,Trip,ON,Off,Off,1,Summer,Summer,40,23,430,High,High,341,85
2021-05-17,Mumbai,Marketcity,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,36,25,172,High,Low,246,25
2021-05-18,Mumbai,Marketcity,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,33,22,206,High,Medium,271,30
2021-05-19,Mumbai,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,41,28,123,High,Low,230,26
2021-05-20,Mumbai,Marketcity,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,30,20,139,High,Low,247,27
2021-05-21,Mumbai,Marketcity,5,ON,Auto,Trip,ON,Off,Off,0,Summer,Summer,44,30,175,High,Low,241,24
2021-05-22,Mumbai,Marketcity,5,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,32,23,308,Medium,High,319,46
2021-05-23,Mumbai,Marketcity,5,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,39,26,355,High,High,380,88
2021-05-24,Mumbai,Marketcity,5,ON,Manual,Normal,OFF,Off,Off,0,Summer,Summer,33,26,256,Medium,Medium,276,25
2021-05-25,Mumbai,Marketcity,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,40,24,244,High,Medium,292,32
2021-05-26,Mumbai,Marketcity,5,ON,Auto,Trip,ON,Off,Off,0,Summer,Summer,40,26,159,High,Low,226,24
2021-05-27,Mumbai,Marketcity,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,44,27,166,High,Low,234,24
2021-05-28,Mumbai,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,37,25,250,High,Medium,253,31
2021-05-29,Mumbai,Marketcity,5,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,38,23,340,High,High,385,67
2021-05-30,Mumbai,Marketcity,5,ON,Manual,Normal,ON,Scheduled,Scheduled,1,Summer,Summer,41,31,433,High,High,356,81
2021-05-31,Mumbai,Marketcity,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,31,25,318,Medium,High,379,45
2021-06-01,Mumbai,Marketcity,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,40,26,134,High,Low,212,25
2021-06-02,Mumbai,Marketcity,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,35,26,288,Medium,Medium,254,30
2021-06-03,Mumbai,Marketcity,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,42,30,161,High,Low,246,21
2021-06-04,Mumbai,Marketcity,6,ON,Auto,Trip,ON,Off,Off,0,Summer,Summer,38,26,320,High,High,335,72
2021-06-05,Mumbai,Marketcity,6,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,37,22,473,High,High,303,57
2021-06-06,Mumbai,Marketcity,6,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,36,24,454,High,High,327,87
2021-06-07,Mumbai,Marketcity,6,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,42,29,170,High,Low,244,27
2021-06-08,Mumbai,Marketcity,6,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,36,24,181,High,Low,223,26
2021-06-09,Mumbai,Marketcity,6,ON,Manual,Trip,ON,Off,Off,0,Summer,Summer,44,27,209,High,Medium,285,30
2021-06-10,Mumbai,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,37,26,144,High,Low,224,27
2021-06-11,Mumbai,Marketcity,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,36,25,187,High,Low,235,28
2021-06-12,Mumbai,Marketcity,6,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,31,22,362,Medium,High,359,50
2021-06-13,Mumbai,Marketcity,6,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,34,25,308,Medium,High,333,52
2021-06-14,Mumbai,Marketcity,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,30,22,349,Medium,High,384,47
2021-06-15,Mumbai,Marketcity,6,ON,Manual,Trip,ON,Scheduled,Scheduled,0,Summer,Summer,39,23,130,High,Low,221,23
2021-06-16,Mumbai,Marketcity,6,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,38,23,311,High,High,359,77
2021-06-17,Mumbai,Marketcity,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,37,24,112,High,Low,238,29
2021-06-18,Mumbai,Marketcity,6,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,40,22,321,High,High,350,80
2021-06-19,Mumbai,Marketcity,6,ON,Manual,Trip,ON,Off,Off,1,Summer,Summer,30,23,314,Medium,High,336,45
2021-06-20,Mumbai,Marketcity,6,ON,Auto,Normal,ON,Off,Off,1,Summer,Summer,40,26,452,High,High,345,59
2021-06-21,Mumbai,Marketcity,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,31,22,342,Medium,High,346,41
2021-06-22,Mumbai,Marketcity,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,42,27,215,High,Medium,289,36
2021-06-23,Mumbai,Marketcity,6,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Summer,40,22,248,High,Medium,269,32
2021-06-24,Mumbai,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,39,25,301,High,High,303,73
2021-06-25,Mumbai,Marketcity,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,39,26,348,High,High,344,70
2021-06-26,Mumbai,Marketcity,6,ON,Manual,Normal,ON,Off,Off,1,Summer,Summer,36,26,460,High,High,329,69
2021-06-27,Mumbai,Marketcity,6,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Summer,Summer,36,23,455,High,High,353,61
2021-06-28,Mumbai,Marketcity,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Summer,35,23,256,High,Medium,259,34
2021-06-29,Mumbai,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,37,25,227,High,Medium,285,31
2021-06-30,Mumbai,Marketcity,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Summer,31,26,293,Medium,Medium,281,31
2021-07-01,Mumbai,Marketcity,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Summer,22,22,255,Low,Medium,286,21
2021-07-02,Mumbai,Marketcity,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Summer,24,21,110,Low,Low,249,13
2021-07-03,Mumbai,Marketcity,7,ON,Auto,Trip,ON,Scheduled,Scheduled,1,Monsoon,Summer,26,23,483,Low,High,364,36
2021-07-04,Mumbai,Marketcity,7,ON,Auto,Normal,ON,Off,Off,1,Monsoon,Summer,25,22,366,Low,High,384,38
2021-07-05,Mumbai,Marketcity,7,ON,Manual,Normal,OFF,Off,Off,0,Monsoon,Summer,29,22,152,Medium,Low,221,17
2021-07-06,Mumbai,Marketcity,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Summer,26,20,300,Medium,Medium,268,29
2021-07-07,Mumbai,Marketcity,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Summer,21,23,120,Low,Low,210,17
2021-07-08,Mumbai,Marketcity,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Summer,17,18,231,Low,Medium,257,25
2021-07-09,Mumbai,Marketcity,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Summer,18,20,329,Low,High,344,36
2021-07-10,Mumbai,Marketcity,7,ON,Manual,Trip,ON,Off,Off,1,Monsoon,Summer,15,24,353,Medium,High,311,49
2021-07-11,Mumbai,Marketcity,7,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Monsoon,Summer,27,20,421,Medium,High,374,49
2021-07-12,Mumbai,Marketcity,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Summer,29,22,227,Medium,Medium,292,29
2021-07-13,Mumbai,Marketcity,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Summer,16,18,115,Low,Low,208,14
2021-07-14,Mumbai,Marketcity,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Summer,24,24,186,Low,Low,215,16
2021-07-15,Mumbai,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,17,20,219,Low,Medium,291,21
2021-07-16,Mumbai,Marketcity,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Summer,23,24,166,Low,Low,249,18
2021-07-17,Mumbai,Marketcity,7,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Monsoon,Summer,26,23,320,Low,High,312,33
2021-07-18,Mumbai,Marketcity,7,ON,Auto,Normal,ON,Off,Off,1,Monsoon,Summer,17,23,493,Medium,High,399,51
2021-07-19,Mumbai,Marketcity,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Summer,18,22,209,Low,Medium,252,27
2021-07-20,Mumbai,Marketcity,7,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Monsoon,Summer,24,21,327,Low,High,323,33
