Date,Location,Mall,Month,On_Off_Cmd,A/M_Status,Trip_Status,Run_Status,Schedule_Mode,Time_Schedule,Is_Weekend,Season,Climate_Prone,Outdoor_Temperature,Indoor_Temperature,Occupancy,Fan_Speed,Air_Filter,Air_Quality_PPM,Power_consumption_kwh
2021-04-09,Lucknow,Palassio,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,28,22,322,Medium,High,318,41
2021-04-10,Lucknow,Palassio,4,ON,Manual,Trip,ON,Scheduled,Scheduled,1,Summer,Winter,30,23,469,Medium,High,347,49
2021-04-11,Lucknow,Palassio,4,ON,Auto,Normal,OFF,Off,Off,1,Summer,Winter,38,25,319,High,High,345,56
2021-04-12,Lucknow,Palassio,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,37,25,271,High,Medium,297,38
2021-04-13,Lucknow,Palassio,4,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,29,22,109,Medium,Low,224,18
2021-04-14,Lucknow,Palassio,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,38,25,203,High,Medium,267,33
2021-04-15,Lucknow,Palassio,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,25,24,303,Low,High,371,34
2021-04-16,Lucknow,Palassio,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,31,22,105,Medium,Low,248,16
2021-04-17,Lucknow,Palassio,4,ON,Manual,Normal,ON,Scheduled,Scheduled,1,Summer,Winter,38,25,349,High,High,353,67
2021-04-18,Lucknow,Palassio,4,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,25,23,364,Low,High,337,38
2021-04-19,Lucknow,Palassio,4,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,28,20,243,Medium,Medium,258,34
2021-04-20,Lucknow,Palassio,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,34,24,240,High,Medium,275,39
2021-04-21,Lucknow,Palassio,4,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,28,23,239,Medium,Medium,260,27
2021-04-22,Lucknow,Palassio,4,ON,Auto,Trip,ON,Off,Off,0,Summer,Winter,37,26,170,High,Low,221,23
2021-04-23,Lucknow,Palassio,4,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,36,24,275,High,Medium,264,34
2021-04-24,Lucknow,Palassio,4,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Summer,Winter,34,25,318,Medium,High,390,43
2021-04-25,Lucknow,Palassio,4,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,31,26,458,Medium,High,370,52
2021-04-26,Lucknow,Palassio,4,ON,Auto,Trip,OFF,Off,Off,0,Summer,Winter,25,24,217,Low,Medium,271,24
2021-04-27,Lucknow,Palassio,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,29,23,133,Medium,Low,226,20
2021-04-28,Lucknow,Palassio,4,ON,Manual,Trip,ON,Off,Off,0,Summer,Winter,34,24,261,High,Medium,276,36
2021-04-29,Lucknow,Palassio,4,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,25,20,177,Medium,Low,226,24
2021-04-30,Lucknow,Palassio,4,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,27,20,343,Medium,High,392,51
2021-05-01,Lucknow,Palassio,5,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,26,20,424,Medium,High,376,42
2021-05-02,Lucknow,Palassio,5,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,37,24,412,High,High,393,65
2021-05-03,Lucknow,Palassio,5,ON,Auto,Trip,ON,Off,Off,0,Summer,Winter,32,25,132,Medium,Low,233,19
2021-05-04,Lucknow,Palassio,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,36,26,325,High,High,374,85
2021-05-05,Lucknow,Palassio,5,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,39,22,285,High,Medium,268,35
2021-05-06,Lucknow,Palassio,5,ON,Manual,Trip,ON,Off,Off,0,Summer,Winter,30,23,197,Medium,Low,216,17
2021-05-07,Lucknow,Palassio,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,38,22,217,High,Medium,299,34
2021-05-08,Lucknow,Palassio,5,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,38,25,338,High,High,387,68
2021-05-09,Lucknow,Palassio,5,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,35,25,368,High,High,386,69
2021-05-10,Lucknow,Palassio,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,35,22,206,High,Medium,250,35
2021-05-11,Lucknow,Palassio,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,32,23,135,Medium,Low,202,17
2021-05-12,Lucknow,Palassio,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,37,24,251,High,Medium,283,39
2021-05-13,Lucknow,Palassio,5,ON,Auto,Trip,OFF,Off,Off,0,Summer,Winter,25,22,211,Low,Medium,251,27
2021-05-14,Lucknow,Palassio,5,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,29,21,280,Medium,Medium,277,27
2021-05-15,Lucknow,Palassio,5,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,35,23,477,High,High,313,87
2021-05-16,Lucknow,Palassio,5,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,36,25,468,High,High,381,63
2021-05-17,Lucknow,Palassio,5,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,30,23,223,Medium,Medium,296,34
2021-05-18,Lucknow,Palassio,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,34,25,240,Medium,Medium,286,28
2021-05-19,Lucknow,Palassio,5,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,28,21,315,Medium,High,310,47
2021-05-20,Lucknow,Palassio,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Winter,38,23,272,High,Medium,299,33
2021-05-21,Lucknow,Palassio,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,29,21,156,Medium,Low,223,16
2021-05-22,Lucknow,Palassio,5,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,30,20,416,High,High,390,67
2021-05-23,Lucknow,Palassio,5,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,34,22,445,High,High,337,66
2021-05-24,Lucknow,Palassio,5,ON,Manual,Trip,ON,Off,Off,0,Summer,Winter,38,24,266,High,Medium,291,31
2021-05-25,Lucknow,Palassio,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,31,24,148,Medium,Low,202,16
2021-05-26,Lucknow,Palassio,5,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,29,22,158,Medium,Low,248,24
2021-05-27,Lucknow,Palassio,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Winter,36,23,293,High,Medium,278,30
2021-05-28,Lucknow,Palassio,5,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,30,20,140,High,Low,202,25
2021-05-29,Lucknow,Palassio,5,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,38,24,383,High,High,325,86
2021-05-30,Lucknow,Palassio,5,ON,Manual,Trip,ON,Off,Off,1,Summer,Winter,39,24,352,High,High,393,56
2021-05-31,Lucknow,Palassio,5,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,39,22,217,High,Medium,252,33
2021-06-01,Lucknow,Palassio,6,ON,Auto,Trip,ON,Off,Off,0,Summer,Winter,35,24,166,High,Low,214,27
2021-06-02,Lucknow,Palassio,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,27,22,189,Medium,Low,234,16
2021-06-03,Lucknow,Palassio,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,27,23,108,Low,Low,245,19
2021-06-04,Lucknow,Palassio,6,ON,Auto,Trip,OFF,Off,Off,0,Summer,Winter,33,25,175,Medium,Low,209,22
2021-06-05,Lucknow,Palassio,6,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,25,22,407,Low,High,392,36
2021-06-06,Lucknow,Palassio,6,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,35,23,486,High,High,357,69
2021-06-07,Lucknow,Palassio,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,33,24,325,Medium,High,397,47
2021-06-08,Lucknow,Palassio,6,ON,Manual,Trip,ON,Off,Off,0,Summer,Winter,39,22,166,High,Low,221,28
2021-06-09,Lucknow,Palassio,6,ON,Auto,Trip,ON,Scheduled,Scheduled,0,Summer,Winter,39,25,166,High,Low,221,27
2021-06-10,Lucknow,Palassio,6,ON,Auto,Trip,ON,Scheduled,Scheduled,0,Summer,Winter,38,23,241,High,Medium,256,38
2021-06-11,Lucknow,Palassio,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,28,24,284,Low,Medium,274,25
2021-06-12,Lucknow,Palassio,6,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,37,24,414,High,High,357,57
2021-06-13,Lucknow,Palassio,6,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,25,21,353,Low,High,302,36
2021-06-14,Lucknow,Palassio,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Winter,36,25,275,High,Medium,272,38
2021-06-15,Lucknow,Palassio,6,ON,Manual,Normal,OFF,Off,Off,0,Summer,Winter,28,21,294,Medium,Medium,285,32
2021-06-16,Lucknow,Palassio,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,35,23,324,High,High,303,68
2021-06-17,Lucknow,Palassio,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,25,22,333,Low,High,381,35
2021-06-18,Lucknow,Palassio,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,25,20,118,Medium,Low,232,16
2021-06-19,Lucknow,Palassio,6,ON,Manual,Normal,ON,Off,Off,1,Summer,Winter,31,26,495,Medium,High,353,46
2021-06-20,Lucknow,Palassio,6,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,25,21,491,Low,High,331,38
2021-06-21,Lucknow,Palassio,6,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,34,22,131,High,Low,246,29
2021-06-22,Lucknow,Palassio,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,36,22,227,High,Medium,274,34
2021-06-23,Lucknow,Palassio,6,ON,Auto,Trip,ON,Off,Off,0,Summer,Winter,38,22,157,High,Low,202,23
2021-06-24,Lucknow,Palassio,6,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Summer,Winter,31,23,201,Medium,Medium,253,34
2021-06-25,Lucknow,Palassio,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Winter,26,20,315,Medium,High,389,51
2021-06-26,Lucknow,Palassio,6,ON,Auto,Normal,ON,Off,Off,1,Summer,Winter,31,26,423,Medium,High,356,52
2021-06-27,Lucknow,Palassio,6,ON,Manual,Normal,ON,Scheduled,Scheduled,1,Summer,Winter,32,26,315,Medium,High,399,53
2021-06-28,Lucknow,Palassio,6,ON,Manual,Normal,ON,Off,Off,0,Summer,Winter,32,23,141,Medium,Low,249,18
2021-06-29,Lucknow,Palassio,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,25,20,150,Medium,Low,227,16
2021-06-30,Lucknow,Palassio,6,ON,Auto,Normal,ON,Off,Off,0,Summer,Winter,37,26,106,High,Low,242,26
2021-07-01,Lucknow,Palassio,7,ON,Manual,Trip,ON,Scheduled,Scheduled,0,Monsoon,Winter,16,19,146,Low,Low,211,15
2021-07-02,Lucknow,Palassio,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Winter,20,18,201,Low,Medium,265,23
2021-07-03,Lucknow,Palassio,7,ON,Auto,Normal,ON,Off,Off,1,Monsoon,Winter,18,22,321,Low,High,322,33
2021-07-04,Lucknow,Palassio,7,ON,Auto,Normal,ON,Off,Off,1,Monsoon,Winter,16,21,363,Medium,High,330,45
2021-07-05,Lucknow,Palassio,7,ON,Manual,Normal,OFF,Off,Off,0,Monsoon,Winter,17,19,238,Low,Medium,263,23
2021-07-06,Lucknow,Palassio,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Winter,21,22,161,Low,Low,245,15
2021-07-07,Lucknow,Palassio,7,ON,Auto,Normal,ON,Scheduled,Scheduled,0,Monsoon,Winter,20,18,218,Low,Medium,253,28
2021-07-08,Lucknow,Palassio,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Winter,15,23,205,Medium,Medium,263,29
2021-07-09,Lucknow,Palassio,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Winter,15,21,171,Medium,Low,242,18
2021-07-10,Lucknow,Palassio,7,ON,Auto,Normal,ON,Scheduled,Scheduled,1,Monsoon,Winter,15,24,429,Medium,High,305,49
2021-07-11,Lucknow,Palassio,7,ON,Manual,Normal,ON,Off,Off,1,Monsoon,Winter,15,18,417,Low,High,303,39
2021-07-12,Lucknow,Palassio,7,ON,Auto,Normal,ON,Off,Off,0,Monsoon,Winter,18,18,237,Low,Medium,266,20
2021-07-13,Lucknow,Palassio,7,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Monsoon,Winter,24,21,227,Low,Medium,287,26
2021-07-14,Lucknow,Palassio,7,ON,Manual,Trip,ON,Scheduled,Scheduled,0,Monsoon,Winter,16,24,343,Medium,High,335,42
2021-07-15,Lucknow,Palassio,7,ON,Manual,Trip,ON,Scheduled,Scheduled,0,Monsoon,Winter,22,23,188,Low,Low,212,18
2021-07-16,Lucknow,Palassio,7,ON,Manual,Normal,ON,Scheduled,Scheduled,0,Monsoon,Winter,20,20,215,Low,Medium,267,26
2021-07-17,Lucknow,Palassio,7,ON,Manual,Normal,ON,Off,Off,1,Monsoon,Winter,17,22,398,Medium,High,373,49
2021-07-18,Lucknow,Palassio,7,ON,Auto,Trip,ON,Off,Off,1,Monsoon,Winter,15,21,310,Medium,High,355,49
2021-07-19,Lucknow,Palassio,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Winter,23,23,145,Low,Low,240,17
2021-07-20,Lucknow,Palassio,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Winter,17,22,250,Medium,Medium,251,29
2021-07-21,Lucknow,Palassio,7,ON,Manual,Trip,ON,Off,Off,0,Monsoon,Winter,18,22,228,Low,Medium,297,21
2021-07-22,Lucknow,Palassio,7,ON,Manual,Normal,ON,Off,Off,0,Monsoon,Winter,21,21,146,Low,Low,221,17
