Date,Location,Mall,On_Off_Cmd,A/M_Status,Run_Status,Trip_Status,Schedule_Mode,Time_Schedule,Power_Consumption_in_kwh,Filter_Status,Indoor_Temperature,Airflow_Rates_in_CFM
2021-02-15,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,17,460
2021-02-16,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,26,381
2021-02-17,Pune,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Dirty,15,0
2021-02-18,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,25,493
2021-02-19,Pune,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.1,Clean,23,490
2021-02-20,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Clean,22,352
2021-02-21,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,25,415
2021-02-22,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.8,Dirty,20,366
2021-02-23,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,17,482
2021-02-24,Pune,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,20,423
2021-02-25,Pune,Marketcity,On,Auto,On,Trip,Off,Off,2.3,Clean,18,359
2021-02-26,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,22,441
2021-02-27,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,20,487
2021-02-28,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,24,435
2021-03-01,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,27,399
2021-03-02,Pune,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.2,Clean,22,416
2021-03-03,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,22,373
2021-03-04,Pune,Marketcity,On,Auto,On,Normal,Off,Off,1.8,Clean,27,375
2021-03-05,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Dirty,17,460
2021-03-06,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,17,454
2021-03-07,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,24,432
2021-03-08,Pune,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.5,Clean,19,471
2021-03-09,Pune,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.4,Clean,21,385
2021-03-10,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,21,396
2021-03-11,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Clean,22,380
2021-03-12,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,18,456
2021-03-13,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Dirty,17,432
2021-03-14,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Dirty,21,393
2021-03-15,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,21,399
2021-03-16,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Dirty,22,447
2021-03-17,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,25,454
2021-03-18,Pune,Marketcity,On,Manual,On,Trip,Off,Off,2.0,Clean,23,388
2021-03-19,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,17,424
2021-03-20,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,27,437
2021-03-21,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Clean,17,430
2021-03-22,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,20,427
2021-03-23,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,18,365
2021-03-24,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Dirty,20,438
2021-03-25,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,22,411
2021-03-26,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,19,407
2021-03-27,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,20,442
2021-03-28,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Dirty,20,486
2021-03-29,Pune,Marketcity,On,Manual,Off,Normal,Off,Off,0.0,Clean,15,0
2021-03-30,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Dirty,24,405
2021-03-31,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,23,470
2021-04-01,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,27,372
2021-04-02,Pune,Marketcity,On,Auto,On,Trip,Off,Off,2.3,Clean,16,462
2021-04-03,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,23,461
2021-04-04,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,26,382
2021-04-05,Pune,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,16,422
2021-04-06,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,26,447
2021-04-07,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Clean,23,432
2021-04-08,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,26,457
2021-04-09,Pune,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.2,Clean,21,384
2021-04-10,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Dirty,21,362
2021-04-11,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Clean,17,421
2021-04-12,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,25,359
2021-04-13,Pune,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.3,Clean,19,497
2021-04-14,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,21,395
2021-04-15,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,22,400
2021-04-16,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Dirty,19,374
2021-04-17,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,16,412
2021-04-18,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,17,434
2021-04-19,Pune,Marketcity,On,Auto,On,Trip,Off,Off,2.0,Clean,27,405
2021-04-20,Pune,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.3,Clean,26,475
2021-04-21,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Dirty,19,402
2021-04-22,Pune,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.0,Clean,21,472
2021-04-23,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,19,462
2021-04-24,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,23,367
2021-04-25,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,25,462
2021-04-26,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,25,409
2021-04-27,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,18,468
2021-04-28,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.3,Clean,18,448
2021-04-29,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,20,457
2021-04-30,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,15,370
2021-05-01,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Dirty,19,489
2021-05-02,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,23,471
2021-05-03,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.3,Clean,26,384
2021-05-04,Pune,Marketcity,On,Manual,On,Normal,Off,Off,1.9,Dirty,27,378
2021-05-05,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,23,369
2021-05-06,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,27,447
2021-05-07,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Dirty,15,457
2021-05-08,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,19,429
2021-05-09,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,16,372
2021-05-10,Pune,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.1,Clean,20,469
2021-05-11,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,22,377
2021-05-12,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,21,480
2021-05-13,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,22,393
2021-05-14,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,17,418
2021-05-15,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,24,483
2021-05-16,Pune,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.1,Clean,16,495
2021-05-17,Pune,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.5,Clean,17,392
2021-05-18,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,26,454
2021-05-19,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,21,378
2021-05-20,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,16,466
2021-05-21,Pune,Marketcity,On,Manual,On,Trip,Off,Off,2.2,Dirty,23,473
2021-05-22,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,20,391
2021-05-23,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Dirty,22,480
2021-05-24,Pune,Marketcity,On,Manual,On,Normal,Off,Off,1.8,Clean,20,396
2021-05-25,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.5,Clean,23,386
2021-05-26,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,24,494
2021-05-27,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,26,476
2021-05-28,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Clean,25,461
2021-05-29,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,17,437
2021-05-30,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Dirty,21,458
2021-05-31,Pune,Marketcity,On,Auto,On,Trip,Off,Off,1.9,Clean,25,435
2021-06-01,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Dirty,22,391
2021-06-02,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.3,Clean,16,446
2021-06-03,Pune,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Dirty,23,0
2021-06-04,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,16,374
2021-06-05,Pune,Marketcity,On,Auto,On,Trip,Off,Off,2.3,Clean,26,431
2021-06-06,Pune,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,16,438
2021-06-07,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Dirty,22,472
2021-06-08,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,24,474
2021-06-09,Pune,Marketcity,On,Auto,On,Trip,Off,Off,2.3,Clean,23,411
2021-06-10,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Dirty,18,380
2021-06-11,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,25,411
2021-06-12,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,26,418
2021-06-13,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,27,481
2021-06-14,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Dirty,23,394
2021-06-15,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Dirty,19,479
2021-06-16,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,16,355
2021-06-17,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.5,Clean,18,468
2021-06-18,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,16,404
2021-06-19,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Dirty,27,490
2021-06-20,Pune,Marketcity,On,Manual,On,Normal,Off,Off,1.9,Dirty,24,463
2021-06-21,Pune,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.5,Clean,16,446
2021-06-22,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,20,499
2021-06-23,Pune,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,24,487
2021-06-24,Pune,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,1.9,Clean,17,446
2021-06-25,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Dirty,16,459
2021-06-26,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,19,398
2021-06-27,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Clean,22,401
2021-06-28,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,22,421
2021-06-29,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,27,459
2021-06-30,Pune,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.5,Clean,16,499
2021-07-01,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Dirty,26,392
2021-07-02,Pune,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,18,495
2021-07-03,Pune,Marketcity,On,Auto,On,Trip,Off,Off,1.9,Dirty,16,435
2021-07-04,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,17,443
2021-07-05,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,16,483
2021-07-06,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.3,Clean,20,374
2021-07-07,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.3,Dirty,19,373
2021-07-08,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,23,466
2021-07-09,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Dirty,27,378
2021-07-10,Pune,Marketcity,On,Auto,On,Trip,Off,Off,1.9,Clean,26,421
2021-07-11,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Dirty,26,395
2021-07-12,Pune,Marketcity,On,Auto,On,Trip,Off,Off,1.9,Clean,25,359
2021-07-13,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,20,482
2021-07-14,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,15,362
2021-07-15,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,19,407
2021-07-16,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,21,397
2021-07-17,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Dirty,19,457
2021-07-18,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,18,408
2021-07-19,Pune,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,17,379
2021-07-20,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,19,463
2021-07-21,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Clean,22,442
2021-07-22,Pune,Marketcity,On,Auto,On,Trip,Off,Off,1.8,Clean,21,452
2021-07-23,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,22,453
2021-07-24,Pune,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.2,Clean,19,363
2021-07-25,Pune,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,21,472
2021-07-26,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,26,357
2021-07-27,Pune,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Dirty,23,482
2021-07-28,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,21,496
2021-07-29,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,19,397
2021-07-30,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,23,371
2021-07-31,Pune,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,27,450
2021-08-01,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,22,373
2021-08-02,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Dirty,27,467
2021-08-03,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,15,369
2021-08-04,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Dirty,20,393
2021-08-05,Pune,Marketcity,On,Manual,Off,Normal,Off,Off,0.0,Clean,20,0
2021-08-06,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,24,377
2021-08-07,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,21,358
2021-08-08,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,27,375
2021-08-09,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,25,388
2021-08-10,Pune,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Clean,17,0
2021-08-11,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,15,434
2021-08-12,Pune,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,1.9,Clean,21,403
2021-08-13,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Dirty,16,494
2021-08-14,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.3,Clean,26,401
2021-08-15,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Clean,16,495
2021-08-16,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Clean,20,491
2021-08-17,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,25,463
2021-08-18,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Dirty,22,365
2021-08-19,Pune,Marketcity,On,Auto,On,Trip,Off,Off,2.2,Clean,17,354
2021-08-20,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,18,417
2021-08-21,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,24,359
2021-08-22,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Clean,24,459
2021-08-23,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.5,Clean,26,393
2021-08-24,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,22,380
2021-08-25,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,15,385
2021-08-26,Pune,Marketcity,On,Manual,On,Trip,Off,Off,2.0,Clean,23,493
2021-08-27,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Dirty,18,494
2021-08-28,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,19,464
2021-08-29,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,26,402
2021-08-30,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Dirty,16,454
2021-08-31,Pune,Marketcity,On,Auto,On,Trip,Off,Off,2.4,Clean,19,428
2021-09-01,Pune,Marketcity,On,Auto,On,Trip,Off,Off,2.5,Dirty,17,491
2021-09-02,Pune,Marketcity,On,Manual,On,Normal,Off,Off,1.8,Clean,21,477
2021-09-03,Pune,Marketcity,On,Manual,On,Trip,Off,Off,2.1,Clean,15,453
2021-09-04,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Dirty,15,449
2021-09-05,Pune,Marketcity,On,Auto,On,Normal,Off,Off,1.8,Clean,17,480
2021-09-06,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Clean,17,497
2021-09-07,Pune,Marketcity,On,Manual,On,Trip,Off,Off,2.1,Clean,23,494
2021-09-08,Pune,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Dirty,17,0
2021-09-09,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,19,426
2021-09-10,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,27,392
2021-09-11,Pune,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.1,Clean,17,379
2021-09-12,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,21,482
2021-09-13,Pune,Marketcity,On,Auto,On,Trip,Off,Off,2.2,Clean,19,425
2021-09-14,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,21,421
2021-09-15,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,15,443
2021-09-16,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,22,406
2021-09-17,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,18,497
2021-09-18,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,22,453
2021-09-19,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Dirty,20,407
2021-09-20,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Clean,21,429
2021-09-21,Pune,Marketcity,On,Auto,On,Trip,Off,Off,2.0,Clean,24,374
2021-09-22,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,17,443
2021-09-23,Pune,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,1.8,Clean,17,494
2021-09-24,Pune,Marketcity,On,Auto,On,Trip,Off,Off,2.2,Clean,25,428
2021-09-25,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,21,423
2021-09-26,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,27,460
2021-09-27,Pune,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Dirty,23,458
2021-09-28,Pune,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,16,367
2021-09-29,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Dirty,19,459
2021-09-30,Pune,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Dirty,19,403
2021-10-01,Pune,Marketcity,On,Auto,On,Trip,Off,Off,1.9,Dirty,22,372
2021-10-02,Pune,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,19,431
2021-10-03,Pune,Marketcity,On,Manual,On,Trip,Off,Off,1.9,Clean,15,486
