Date,Location,Mall,On_Off_Cmd,A/M_Status,Run_Status,Trip_Status,Schedule_Mode,Time_Schedule,Power_Consumption_in_kwh,Filter_Status,Indoor_Temperature,Airflow_Rates_in_CFM
2021-07-05,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,1.9,Clean,19,454
2021-07-06,Lucknow,Palassio,On,Auto,Off,Normal,Off,Off,0.0,Clean,19,0
2021-07-07,Lucknow,Palassio,On,Auto,Off,Normal,Off,Off,0.0,Clean,26,0
2021-07-08,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Clean,25,448
2021-07-09,Lucknow,Palassio,On,Manual,Off,Normal,Off,Off,0.0,Clean,22,0
2021-07-10,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,1.8,Clean,15,465
2021-07-11,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,16,433
2021-07-12,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,1.9,Clean,15,497
2021-07-13,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.0,Clean,16,428
2021-07-14,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,20,376
2021-07-15,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,15,419
2021-07-16,Lucknow,Palassio,On,Manual,Off,Normal,Off,Off,0.0,Dirty,16,0
2021-07-17,Lucknow,Palassio,On,Manual,On,Normal,Off,Off,2.0,Clean,17,414
2021-07-18,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Dirty,18,476
2021-07-19,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.0,Clean,20,464
2021-07-20,Lucknow,Palassio,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,19,422
2021-07-21,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.4,Clean,20,493
2021-07-22,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.3,Clean,26,362
2021-07-23,Lucknow,Palassio,On,Manual,On,Normal,Off,Off,2.1,Clean,17,481
2021-07-24,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.2,Clean,20,414
2021-07-25,Lucknow,Palassio,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,21,496
2021-07-26,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,15,421
2021-07-27,Lucknow,Palassio,On,Manual,On,Normal,Off,Off,1.8,Clean,22,383
2021-07-28,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,25,435
2021-07-29,Lucknow,Palassio,On,Manual,Off,Normal,Off,Off,0.0,Clean,24,0
2021-07-30,Lucknow,Palassio,On,Manual,On,Trip,Scheduled,Scheduled,2.0,Dirty,15,422
2021-07-31,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.5,Clean,24,385
2021-08-01,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,26,454
2021-08-02,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,27,353
2021-08-03,Lucknow,Palassio,On,Auto,On,Trip,Off,Off,2.0,Clean,20,452
2021-08-04,Lucknow,Palassio,On,Manual,On,Trip,Off,Off,2.0,Clean,25,443
2021-08-05,Lucknow,Palassio,On,Manual,On,Normal,Off,Off,1.9,Dirty,16,367
2021-08-06,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.4,Clean,22,417
2021-08-07,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,26,424
2021-08-08,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Dirty,27,413
2021-08-09,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.0,Clean,25,424
2021-08-10,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.4,Clean,27,436
2021-08-11,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,20,383
2021-08-12,Lucknow,Palassio,On,Manual,On,Trip,Off,Off,2.2,Clean,21,419
2021-08-13,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,21,485
2021-08-14,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.3,Clean,19,475
2021-08-15,Lucknow,Palassio,On,Auto,On,Trip,Off,Off,2.2,Clean,27,405
2021-08-16,Lucknow,Palassio,On,Manual,On,Normal,Off,Off,2.4,Clean,15,464
2021-08-17,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Dirty,24,463
2021-08-18,Lucknow,Palassio,On,Manual,On,Normal,Off,Off,1.9,Clean,22,367
2021-08-19,Lucknow,Palassio,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,22,432
2021-08-20,Lucknow,Palassio,On,Manual,On,Normal,Off,Off,2.0,Clean,25,400
2021-08-21,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,1.9,Clean,18,362
2021-08-22,Lucknow,Palassio,On,Manual,On,Trip,Off,Off,2.4,Clean,22,492
2021-08-23,Lucknow,Palassio,On,Manual,On,Trip,Scheduled,Scheduled,2.1,Clean,24,491
2021-08-24,Lucknow,Palassio,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,24,414
2021-08-25,Lucknow,Palassio,On,Manual,On,Normal,Off,Off,1.8,Dirty,26,423
2021-08-26,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.3,Dirty,15,353
2021-08-27,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.3,Dirty,26,439
2021-08-28,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.1,Clean,24,384
2021-08-29,Lucknow,Palassio,On,Manual,On,Normal,Off,Off,1.9,Clean,24,352
2021-08-30,Lucknow,Palassio,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,17,364
2021-08-31,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,24,350
2021-09-01,Lucknow,Palassio,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,20,416
2021-09-02,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.4,Dirty,20,373
2021-09-03,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.4,Clean,23,405
2021-09-04,Lucknow,Palassio,On,Manual,On,Trip,Scheduled,Scheduled,1.9,Clean,16,490
2021-09-05,Lucknow,Palassio,On,Auto,On,Trip,Off,Off,1.9,Dirty,20,488
2021-09-06,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.0,Clean,16,434
2021-09-07,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.0,Clean,17,427
2021-09-08,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.5,Clean,20,468
2021-09-09,Lucknow,Palassio,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Dirty,16,429
2021-09-10,Lucknow,Palassio,On,Auto,Off,Normal,Off,Off,0.0,Dirty,24,0
2021-09-11,Lucknow,Palassio,On,Manual,On,Normal,Off,Off,2.2,Dirty,25,430
2021-09-12,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.3,Clean,19,355
2021-09-13,Lucknow,Palassio,On,Auto,On,Trip,Scheduled,Scheduled,2.2,Clean,27,426
2021-09-14,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.2,Clean,18,496
2021-09-15,Lucknow,Palassio,On,Auto,On,Trip,Scheduled,Scheduled,2.0,Dirty,16,376
2021-09-16,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,18,431
2021-09-17,Lucknow,Palassio,On,Auto,On,Trip,Scheduled,Scheduled,2.2,Dirty,22,487
2021-09-18,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,23,385
2021-09-19,Lucknow,Palassio,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,23,415
2021-09-20,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.3,Clean,20,480
2021-09-21,Lucknow,Palassio,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Dirty,21,493
2021-09-22,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,1.9,Clean,21,454
2021-09-23,Lucknow,Palassio,On,Manual,On,Normal,Off,Off,2.0,Clean,16,383
2021-09-24,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.1,Dirty,15,416
2021-09-25,Lucknow,Palassio,On,Manual,On,Normal,Off,Off,2.1,Clean,25,423
2021-09-26,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,1.8,Clean,15,420
2021-09-27,Lucknow,Palassio,On,Manual,Off,Normal,Off,Off,0.0,Clean,27,0
2021-09-28,Lucknow,Palassio,On,Auto,On,Normal,Off,Off,2.0,Clean,26,429
