Date,Location,Mall,Month,On_Off_Cmd,A/M_Status,Trip_Status,Run_Status,Schedule_Mode,Time_Schedule,Is_Weekend,Season,Climate_Prone,Outdoor_Temperature,Indoor_Temperature,Occupancy,Fan_Speed,Air_Filter,Air_Quality_PPM,Power_consumption_kwh
2021-04-19,Bangalore,Marketcity,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,32,22,242,High,Medium,298,36
2021-04-20,Bangalore,Marketcity,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,42,25,184,High,Low,222,24
2021-04-21,Bangalore,Marketcity,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,40,23,323,High,High,346,60
2021-04-22,Bangalore,Marketcity,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,33,26,256,Medium,Medium,287,27
2021-04-23,Bangalore,Marketcity,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,30,21,167,Medium,Low,205,24
2021-04-24,Bangalore,Marketcity,4,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,33,23,417,High,High,385,76
2021-04-25,Bangalore,Marketcity,4,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,44,30,369,High,High,379,76
2021-04-26,Bangalore,Marketcity,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,32,22,222,High,Medium,268,38
2021-04-27,Bangalore,Marketcity,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,34,23,203,High,Medium,296,31
2021-04-28,Bangalore,Marketcity,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,44,31,303,High,High,301,85
2021-04-29,Bangalore,Marketcity,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,33,22,190,High,Low,243,21
2021-04-30,Bangalore,Marketcity,4,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,40,23,237,High,Medium,264,30
2021-05-01,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,30,23,477,Medium,High,368,54
2021-05-02,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,40,22,433,High,High,351,62
2021-05-03,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,31,23,339,Medium,High,327,48
2021-05-04,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,36,22,242,High,Medium,264,31
2021-05-05,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,38,23,248,High,Medium,284,35
2021-05-06,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,39,23,342,High,High,345,72
2021-05-07,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,42,27,322,High,High,339,76
2021-05-08,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,41,26,410,High,High,365,57
2021-05-09,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,30,21,490,Medium,High,387,44
2021-05-10,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,32,23,121,Medium,Low,229,15
2021-05-11,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,32,25,263,Medium,Medium,252,29
2021-05-12,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,32,23,173,Medium,Low,202,15
2021-05-13,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,32,22,169,High,Low,245,25
2021-05-14,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,37,23,232,High,Medium,296,35
2021-05-15,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,31,24,456,Medium,High,396,49
2021-05-16,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,39,23,461,High,High,303,61
2021-05-17,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,32,24,192,Medium,Low,200,18
2021-05-18,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,44,31,183,High,Low,216,24
2021-05-19,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,38,25,196,High,Low,235,26
2021-05-20,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,40,25,318,High,High,383,89
2021-05-21,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,35,25,271,High,Medium,265,32
2021-05-22,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,36,26,342,High,High,309,57
2021-05-23,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,36,25,367,High,High,382,77
2021-05-24,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,38,23,123,High,Low,205,26
2021-05-25,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,43,25,167,High,Low,239,27
2021-05-26,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,43,26,270,High,Medium,286,36
2021-05-27,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,43,28,255,High,Medium,264,36
2021-05-28,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,44,31,256,High,Medium,295,30
2021-05-29,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,41,25,336,High,High,348,62
2021-05-30,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,34,22,484,High,High,341,70
2021-05-31,Bangalore,Marketcity,5,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,44,29,332,High,High,330,70
2021-06-01,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,30,20,107,High,Low,236,24
2021-06-02,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,33,25,273,Medium,Medium,284,28
2021-06-03,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,33,22,253,High,Medium,295,38
2021-06-04,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,39,26,164,High,Low,242,21
2021-06-05,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,42,30,310,High,High,382,86
2021-06-06,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,43,27,365,High,High,337,86
2021-06-07,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,34,24,180,High,Low,213,20
2021-06-08,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,42,26,128,High,Low,244,26
2021-06-09,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,37,25,278,High,Medium,278,34
2021-06-10,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,36,24,223,High,Medium,281,32
2021-06-11,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,43,27,304,High,High,356,84
2021-06-12,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,41,30,360,High,High,304,69
2021-06-13,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,36,25,426,High,High,330,84
2021-06-14,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,39,22,153,High,Low,201,27
2021-06-15,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,40,22,248,High,Medium,276,33
2021-06-16,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,43,29,273,High,Medium,272,31
2021-06-17,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,43,30,259,High,Medium,293,33
2021-06-18,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,38,23,241,High,Medium,265,30
2021-06-19,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,43,28,333,High,High,389,79
2021-06-20,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,38,24,429,High,High,312,56
2021-06-21,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,41,26,190,High,Low,204,26
2021-06-22,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,36,25,146,High,Low,237,25
2021-06-23,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,44,28,108,High,Low,221,26
2021-06-24,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,36,24,215,High,Medium,283,35
2021-06-25,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,38,25,111,High,Low,217,20
2021-06-26,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,43,25,345,High,High,368,62
2021-06-27,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,1,Summer,Summer,35,24,472,High,High,300,65
2021-06-28,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,32,22,251,High,Medium,267,36
2021-06-29,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,35,25,201,High,Medium,278,30
2021-06-30,Bangalore,Marketcity,6,ON,Auto,Normal,OFF,Off,Off,0,Summer,Summer,34,24,271,High,Medium,276,37
2021-07-01,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,19,19,258,Low,Medium,269,27
2021-07-02,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,21,21,217,Low,Medium,280,28
2021-07-03,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,1,Monsoon,Summer,26,23,466,Low,High,339,30
2021-07-04,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,1,Monsoon,Summer,17,22,467,Medium,High,392,51
2021-07-05,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,16,24,250,Medium,Medium,299,33
2021-07-06,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,24,21,301,Low,High,348,36
2021-07-07,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,22,24,126,Low,Low,233,14
2021-07-08,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,21,22,221,Low,Medium,276,28
2021-07-09,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,18,18,185,Low,Low,210,11
2021-07-10,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,1,Monsoon,Summer,28,20,419,Medium,High,346,42
2021-07-11,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,1,Monsoon,Summer,21,21,444,Low,High,339,32
2021-07-12,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,22,20,191,Low,Low,230,18
2021-07-13,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,23,24,292,Low,Medium,276,25
2021-07-14,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,26,22,335,Low,High,381,30
2021-07-15,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,20,23,332,Low,High,353,36
2021-07-16,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,19,21,268,Low,Medium,266,28
2021-07-17,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,1,Monsoon,Summer,25,22,301,Low,High,389,31
2021-07-18,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,1,Monsoon,Summer,15,19,398,Low,High,369,32
2021-07-19,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,16,22,211,Medium,Medium,284,28
2021-07-20,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,16,22,346,Medium,High,333,54
2021-07-21,Bangalore,Marketcity,7,ON,Auto,Normal,OFF,Off,Off,0,Monsoon,Summer,28,24,252,Low,Medium,267,21
