Date,Location,Mall,On_Off_Cmd,A/M_Status,Run_Status,Trip_Status,Schedule_Mode,Time_Schedule,Power_Consumption_in_kwh,Filter_Status,Indoor_Temperature,Airflow_Rates_in_CFM
2021-03-04,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,22,474
2021-03-05,Bareilly,United,On,Auto,On,Normal,Off,Off,2.4,Clean,21,365
2021-03-06,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,19,409
2021-03-07,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,1.8,Clean,15,491
2021-03-08,Bareilly,United,On,Manual,On,Normal,Off,Off,2.4,Clean,27,352
2021-03-09,Bareilly,United,On,Auto,On,Trip,Off,Off,2.5,Clean,15,451
2021-03-10,Bareilly,United,On,Auto,Off,Normal,Off,Off,0.0,Clean,20,0
2021-03-11,Bareilly,United,On,Manual,On,Normal,Off,Off,2.3,Clean,17,379
2021-03-12,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Dirty,20,436
2021-03-13,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,20,387
2021-03-14,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,16,474
2021-03-15,Bareilly,United,On,Manual,On,Trip,Scheduled,Scheduled,1.8,Clean,23,421
2021-03-16,Bareilly,United,On,Manual,On,Normal,Off,Off,2.0,Dirty,20,430
2021-03-17,Bareilly,United,On,Manual,On,Normal,Off,Off,2.2,Clean,18,403
2021-03-18,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,24,410
2021-03-19,Bareilly,United,On,Auto,On,Normal,Off,Off,2.5,Dirty,24,381
2021-03-20,Bareilly,United,On,Manual,On,Normal,Off,Off,2.1,Clean,25,432
2021-03-21,Bareilly,United,On,Manual,On,Normal,Off,Off,1.9,Clean,21,413
2021-03-22,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Clean,18,458
2021-03-23,Bareilly,United,On,Manual,On,Normal,Off,Off,2.4,Clean,20,381
2021-03-24,Bareilly,United,On,Auto,On,Normal,Off,Off,2.2,Clean,26,366
2021-03-25,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Dirty,24,485
2021-03-26,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,18,421
2021-03-27,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,18,435
2021-03-28,Bareilly,United,On,Auto,On,Normal,Off,Off,2.5,Clean,16,391
2021-03-29,Bareilly,United,On,Manual,On,Trip,Scheduled,Scheduled,2.2,Clean,19,378
2021-03-30,Bareilly,United,On,Auto,On,Normal,Off,Off,1.9,Clean,20,421
2021-03-31,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,21,457
2021-04-01,Bareilly,United,On,Manual,On,Trip,Off,Off,2.0,Clean,21,441
2021-04-02,Bareilly,United,On,Auto,On,Normal,Off,Off,1.9,Clean,23,451
2021-04-03,Bareilly,United,On,Auto,On,Normal,Off,Off,2.3,Clean,19,416
2021-04-04,Bareilly,United,On,Manual,On,Trip,Off,Off,2.3,Clean,26,429
2021-04-05,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,26,443
2021-04-06,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Dirty,20,417
2021-04-07,Bareilly,United,On,Manual,On,Normal,Off,Off,2.3,Clean,16,378
2021-04-08,Bareilly,United,On,Manual,On,Normal,Off,Off,1.9,Clean,19,386
2021-04-09,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Dirty,21,356
2021-04-10,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,1.8,Dirty,24,413
2021-04-11,Bareilly,United,On,Auto,On,Normal,Off,Off,2.3,Clean,27,377
2021-04-12,Bareilly,United,On,Manual,On,Normal,Off,Off,2.0,Clean,19,458
2021-04-13,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,1.8,Clean,19,490
2021-04-14,Bareilly,United,On,Manual,On,Trip,Scheduled,Scheduled,2.1,Dirty,15,435
2021-04-15,Bareilly,United,On,Manual,On,Trip,Off,Off,2.1,Dirty,24,466
2021-04-16,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,17,377
2021-04-17,Bareilly,United,On,Auto,On,Trip,Scheduled,Scheduled,2.5,Clean,21,401
2021-04-18,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,18,449
2021-04-19,Bareilly,United,On,Manual,On,Normal,Off,Off,1.8,Clean,18,480
2021-04-20,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Dirty,21,448
2021-04-21,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,17,435
2021-04-22,Bareilly,United,On,Auto,On,Normal,Off,Off,2.2,Clean,27,394
2021-04-23,Bareilly,United,On,Auto,On,Trip,Scheduled,Scheduled,2.4,Clean,16,451
2021-04-24,Bareilly,United,On,Auto,On,Normal,Off,Off,2.1,Clean,27,409
2021-04-25,Bareilly,United,On,Auto,On,Trip,Scheduled,Scheduled,1.8,Clean,20,445
2021-04-26,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,21,424
2021-04-27,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,20,455
2021-04-28,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Dirty,23,408
2021-04-29,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,15,424
2021-04-30,Bareilly,United,On,Auto,Off,Normal,Off,Off,0.0,Clean,26,0
2021-05-01,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,16,361
2021-05-02,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,18,370
2021-05-03,Bareilly,United,On,Manual,On,Normal,Off,Off,1.9,Dirty,20,380
2021-05-04,Bareilly,United,On,Auto,On,Normal,Off,Off,2.0,Clean,27,394
2021-05-05,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Clean,23,389
2021-05-06,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,19,391
2021-05-07,Bareilly,United,On,Manual,On,Trip,Off,Off,2.0,Clean,15,440
2021-05-08,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,1.8,Dirty,17,352
2021-05-09,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,22,439
2021-05-10,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,18,443
2021-05-11,Bareilly,United,On,Manual,On,Trip,Off,Off,2.3,Clean,20,371
2021-05-12,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,23,355
2021-05-13,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,1.8,Dirty,23,407
2021-05-14,Bareilly,United,On,Auto,On,Normal,Off,Off,2.4,Dirty,24,431
2021-05-15,Bareilly,United,On,Auto,On,Normal,Off,Off,1.9,Clean,21,364
2021-05-16,Bareilly,United,On,Manual,On,Normal,Off,Off,1.9,Clean,16,410
2021-05-17,Bareilly,United,On,Auto,On,Normal,Off,Off,2.3,Dirty,17,361
2021-05-18,Bareilly,United,On,Manual,On,Normal,Off,Off,2.2,Clean,27,449
2021-05-19,Bareilly,United,On,Auto,On,Normal,Off,Off,1.9,Clean,25,358
2021-05-20,Bareilly,United,On,Auto,On,Trip,Scheduled,Scheduled,2.1,Clean,22,379
2021-05-21,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,25,459
2021-05-22,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Dirty,17,392
2021-05-23,Bareilly,United,On,Manual,On,Trip,Off,Off,2.4,Dirty,27,498
2021-05-24,Bareilly,United,On,Auto,On,Normal,Off,Off,2.3,Clean,17,368
2021-05-25,Bareilly,United,On,Manual,On,Normal,Off,Off,1.9,Clean,20,390
2021-05-26,Bareilly,United,On,Auto,Off,Normal,Off,Off,0.0,Clean,24,0
2021-05-27,Bareilly,United,On,Auto,On,Normal,Off,Off,2.2,Clean,23,462
2021-05-28,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Dirty,20,402
2021-05-29,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,1.8,Clean,19,435
2021-05-30,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Clean,24,367
2021-05-31,Bareilly,United,On,Auto,On,Normal,Off,Off,1.9,Clean,26,426
2021-06-01,Bareilly,United,On,Manual,On,Normal,Off,Off,2.0,Clean,16,432
2021-06-02,Bareilly,United,On,Auto,Off,Normal,Off,Off,0.0,Clean,19,0
2021-06-03,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Dirty,24,390
2021-06-04,Bareilly,United,On,Auto,On,Trip,Scheduled,Scheduled,2.1,Clean,17,381
2021-06-05,Bareilly,United,On,Auto,On,Trip,Scheduled,Scheduled,2.1,Clean,26,397
2021-06-06,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,21,499
2021-06-07,Bareilly,United,On,Auto,On,Trip,Off,Off,2.3,Clean,20,372
2021-06-08,Bareilly,United,On,Manual,On,Normal,Off,Off,2.1,Clean,21,358
2021-06-09,Bareilly,United,On,Auto,On,Trip,Off,Off,2.2,Clean,20,374
2021-06-10,Bareilly,United,On,Manual,On,Normal,Off,Off,2.4,Clean,24,356
2021-06-11,Bareilly,United,On,Manual,On,Trip,Scheduled,Scheduled,1.9,Dirty,17,441
2021-06-12,Bareilly,United,On,Auto,On,Trip,Scheduled,Scheduled,1.9,Dirty,22,365
2021-06-13,Bareilly,United,On,Auto,On,Normal,Off,Off,1.9,Clean,25,423
2021-06-14,Bareilly,United,On,Auto,On,Normal,Off,Off,2.1,Clean,26,427
2021-06-15,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Dirty,23,426
2021-06-16,Bareilly,United,On,Manual,On,Trip,Scheduled,Scheduled,1.9,Clean,18,397
2021-06-17,Bareilly,United,On,Manual,On,Normal,Off,Off,2.0,Clean,21,356
2021-06-18,Bareilly,United,On,Manual,On,Trip,Scheduled,Scheduled,2.4,Dirty,26,484
2021-06-19,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,1.8,Clean,27,384
2021-06-20,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,27,483
2021-06-21,Bareilly,United,On,Auto,On,Normal,Off,Off,2.3,Clean,21,473
2021-06-22,Bareilly,United,On,Auto,On,Normal,Off,Off,2.5,Clean,19,375
2021-06-23,Bareilly,United,On,Auto,On,Normal,Off,Off,1.8,Clean,27,439
2021-06-24,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,15,481
2021-06-25,Bareilly,United,On,Auto,On,Normal,Off,Off,2.0,Clean,18,442
2021-06-26,Bareilly,United,On,Auto,On,Trip,Scheduled,Scheduled,2.1,Clean,15,354
2021-06-27,Bareilly,United,On,Auto,On,Normal,Off,Off,2.0,Clean,18,379
2021-06-28,Bareilly,United,On,Manual,On,Trip,Scheduled,Scheduled,2.4,Clean,19,444
2021-06-29,Bareilly,United,On,Auto,On,Trip,Scheduled,Scheduled,2.0,Clean,21,396
2021-06-30,Bareilly,United,On,Auto,On,Normal,Off,Off,2.4,Dirty,17,462
2021-07-01,Bareilly,United,On,Auto,On,Normal,Off,Off,2.1,Clean,16,374
2021-07-02,Bareilly,United,On,Manual,On,Trip,Off,Off,2.1,Clean,19,360
2021-07-03,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Clean,23,403
2021-07-04,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,23,478
2021-07-05,Bareilly,United,On,Manual,On,Trip,Off,Off,2.1,Clean,27,434
2021-07-06,Bareilly,United,On,Auto,On,Trip,Off,Off,2.3,Clean,22,414
2021-07-07,Bareilly,United,On,Auto,On,Normal,Off,Off,2.3,Clean,18,398
2021-07-08,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,18,441
2021-07-09,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,17,481
2021-07-10,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,25,408
2021-07-11,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Dirty,17,391
2021-07-12,Bareilly,United,On,Auto,On,Normal,Off,Off,2.1,Dirty,17,465
2021-07-13,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Dirty,23,367
2021-07-14,Bareilly,United,On,Auto,Off,Normal,Off,Off,0.0,Clean,27,0
2021-07-15,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,27,460
2021-07-16,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,25,358
2021-07-17,Bareilly,United,On,Manual,On,Normal,Off,Off,2.0,Clean,15,422
2021-07-18,Bareilly,United,On,Auto,Off,Normal,Off,Off,0.0,Clean,18,0
2021-07-19,Bareilly,United,On,Manual,On,Trip,Off,Off,2.2,Clean,27,490
2021-07-20,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,26,470
2021-07-21,Bareilly,United,On,Auto,On,Trip,Scheduled,Scheduled,2.4,Clean,20,396
2021-07-22,Bareilly,United,On,Auto,On,Trip,Off,Off,1.9,Clean,20,457
2021-07-23,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,21,429
2021-07-24,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Dirty,21,374
2021-07-25,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,16,388
2021-07-26,Bareilly,United,On,Auto,On,Normal,Off,Off,2.2,Clean,15,355
2021-07-27,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Dirty,17,371
2021-07-28,Bareilly,United,On,Manual,On,Trip,Off,Off,2.3,Clean,16,459
2021-07-29,Bareilly,United,On,Auto,On,Trip,Off,Off,1.9,Clean,18,409
2021-07-30,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,19,426
2021-07-31,Bareilly,United,On,Manual,Off,Normal,Off,Off,0.0,Dirty,22,0
2021-08-01,Bareilly,United,On,Auto,On,Normal,Off,Off,1.9,Dirty,21,396
2021-08-02,Bareilly,United,On,Manual,On,Normal,Off,Off,1.8,Clean,18,461
2021-08-03,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Dirty,24,444
2021-08-04,Bareilly,United,On,Manual,Off,Normal,Off,Off,0.0,Dirty,24,0
2021-08-05,Bareilly,United,On,Manual,Off,Normal,Off,Off,0.0,Clean,17,0
2021-08-06,Bareilly,United,On,Auto,On,Trip,Off,Off,2.3,Clean,22,380
2021-08-07,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,24,491
2021-08-08,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,19,438
2021-08-09,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,22,445
2021-08-10,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,20,392
2021-08-11,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,27,441
2021-08-12,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Dirty,25,396
2021-08-13,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,24,368
2021-08-14,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,23,466
2021-08-15,Bareilly,United,On,Manual,On,Trip,Off,Off,2.4,Clean,26,443
2021-08-16,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,22,406
2021-08-17,Bareilly,United,On,Manual,On,Normal,Off,Off,2.0,Dirty,21,405
2021-08-18,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,16,424
2021-08-19,Bareilly,United,On,Manual,On,Normal,Off,Off,1.9,Dirty,16,470
2021-08-20,Bareilly,United,On,Auto,On,Trip,Off,Off,1.9,Clean,22,380
2021-08-21,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,26,371
2021-08-22,Bareilly,United,On,Auto,On,Normal,Off,Off,2.4,Clean,19,385
2021-08-23,Bareilly,United,On,Auto,On,Normal,Off,Off,2.3,Clean,16,435
2021-08-24,Bareilly,United,On,Auto,On,Normal,Off,Off,1.8,Clean,21,425
2021-08-25,Bareilly,United,On,Manual,On,Normal,Off,Off,1.9,Clean,24,375
2021-08-26,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Dirty,22,465
2021-08-27,Bareilly,United,On,Auto,Off,Normal,Off,Off,0.0,Clean,20,0
2021-08-28,Bareilly,United,On,Auto,On,Normal,Off,Off,1.9,Clean,21,476
2021-08-29,Bareilly,United,On,Manual,On,Normal,Off,Off,2.0,Clean,27,398
2021-08-30,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,23,378
2021-08-31,Bareilly,United,On,Auto,On,Trip,Scheduled,Scheduled,2.1,Clean,15,378
2021-09-01,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Dirty,23,431
2021-09-02,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Dirty,23,486
2021-09-03,Bareilly,United,On,Manual,On,Trip,Off,Off,2.4,Clean,15,408
2021-09-04,Bareilly,United,On,Manual,On,Trip,Scheduled,Scheduled,2.4,Clean,25,479
2021-09-05,Bareilly,United,On,Manual,On,Trip,Scheduled,Scheduled,1.8,Clean,22,459
2021-09-06,Bareilly,United,On,Auto,On,Normal,Off,Off,2.5,Dirty,24,457
2021-09-07,Bareilly,United,On,Auto,Off,Normal,Off,Off,0.0,Clean,24,0
2021-09-08,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,23,454
2021-09-09,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,19,379
2021-09-10,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,20,479
2021-09-11,Bareilly,United,On,Auto,On,Trip,Scheduled,Scheduled,2.1,Clean,17,360
2021-09-12,Bareilly,United,On,Auto,Off,Normal,Off,Off,0.0,Clean,22,0
2021-09-13,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Clean,26,360
2021-09-14,Bareilly,United,On,Auto,On,Normal,Off,Off,2.4,Clean,19,494
2021-09-15,Bareilly,United,On,Auto,On,Normal,Off,Off,1.8,Clean,26,465
2021-09-16,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,22,459
2021-09-17,Bareilly,United,On,Manual,On,Normal,Off,Off,2.2,Dirty,22,464
2021-09-18,Bareilly,United,On,Auto,On,Trip,Off,Off,1.9,Clean,15,400
2021-09-19,Bareilly,United,On,Auto,On,Normal,Off,Off,2.0,Clean,21,461
2021-09-20,Bareilly,United,On,Manual,On,Trip,Scheduled,Scheduled,1.8,Clean,16,425
2021-09-21,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,17,448
2021-09-22,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,22,491
2021-09-23,Bareilly,United,On,Manual,On,Trip,Scheduled,Scheduled,2.4,Clean,19,357
2021-09-24,Bareilly,United,On,Auto,On,Normal,Off,Off,2.3,Clean,18,391
2021-09-25,Bareilly,United,On,Auto,On,Normal,Off,Off,2.1,Clean,25,421
2021-09-26,Bareilly,United,On,Auto,On,Trip,Off,Off,2.1,Clean,17,448
2021-09-27,Bareilly,United,On,Auto,On,Normal,Off,Off,2.1,Dirty,19,477
2021-09-28,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,22,494
2021-09-29,Bareilly,United,On,Manual,Off,Normal,Off,Off,0.0,Clean,17,0
2021-09-30,Bareilly,United,On,Auto,On,Normal,Off,Off,2.4,Clean,19,365
2021-10-01,Bareilly,United,On,Auto,On,Normal,Off,Off,2.3,Clean,20,350
2021-10-02,Bareilly,United,On,Auto,On,Trip,Off,Off,2.1,Clean,18,465
2021-10-03,Bareilly,United,On,Auto,On,Normal,Off,Off,2.3,Clean,26,494
2021-10-04,Bareilly,United,On,Auto,On,Normal,Off,Off,2.0,Dirty,26,396
2021-10-05,Bareilly,United,On,Manual,On,Normal,Off,Off,2.4,Clean,15,450
2021-10-06,Bareilly,United,On,Manual,On,Normal,Off,Off,2.1,Clean,27,372
2021-10-07,Bareilly,United,On,Manual,On,Normal,Off,Off,2.0,Clean,20,464
2021-10-08,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,26,462
2021-10-09,Bareilly,United,On,Auto,On,Normal,Off,Off,1.9,Clean,19,486
2021-10-10,Bareilly,United,On,Manual,On,Normal,Off,Off,2.4,Clean,20,464
2021-10-11,Bareilly,United,On,Auto,On,Normal,Off,Off,2.0,Clean,19,430
2021-10-12,Bareilly,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Dirty,23,496
2021-10-13,Bareilly,United,On,Manual,On,Normal,Off,Off,2.2,Clean,24,497
2021-10-14,Bareilly,United,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,17,495
