Date,Location,Mall,On_Off_Cmd,A/M_Status,Run_Status,Trip_Status,Schedule_Mode,Time_Schedule,Power_Consumption_in_kwh,Filter_Status,Indoor_Temperature,Airflow_Rates_in_CFM
2021-02-28,Bangalore,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Dirty,22,0
2021-03-01,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,1.9,Dirty,27,434
2021-03-02,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Dirty,26,425
2021-03-03,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,2.2,Clean,19,366
2021-03-04,Bangalore,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Clean,19,0
2021-03-05,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,24,423
2021-03-06,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Dirty,23,396
2021-03-07,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.8,Clean,20,465
2021-03-08,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Dirty,23,484
2021-03-09,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,19,382
2021-03-10,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.5,Clean,19,356
2021-03-11,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Dirty,23,433
2021-03-12,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.8,Clean,27,439
2021-03-13,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,2.0,Clean,18,385
2021-03-14,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,1.8,Clean,27,402
2021-03-15,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.3,Dirty,23,373
2021-03-16,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Clean,18,408
2021-03-17,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,23,392
2021-03-18,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,25,449
2021-03-19,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.3,Clean,21,404
2021-03-20,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Dirty,15,351
2021-03-21,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,25,385
2021-03-22,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.8,Clean,21,476
2021-03-23,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,24,425
2021-03-24,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,16,362
2021-03-25,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,17,442
2021-03-26,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Dirty,26,484
2021-03-27,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,25,484
2021-03-28,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,19,363
2021-03-29,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,23,497
2021-03-30,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,19,394
2021-03-31,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,18,411
2021-04-01,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,2.4,Clean,27,473
2021-04-02,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,21,442
2021-04-03,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,1.9,Clean,15,424
2021-04-04,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,15,482
2021-04-05,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Clean,15,455
2021-04-06,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Dirty,22,477
2021-04-07,Bangalore,Marketcity,On,Manual,Off,Normal,Off,Off,0.0,Dirty,24,0
2021-04-08,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,18,389
2021-04-09,Bangalore,Marketcity,On,Manual,Off,Normal,Off,Off,0.0,Clean,17,0
2021-04-10,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,22,430
2021-04-11,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,18,406
2021-04-12,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.4,Clean,26,466
2021-04-13,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.0,Clean,22,398
2021-04-14,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,24,477
2021-04-15,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,17,468
2021-04-16,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,27,497
2021-04-17,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.2,Clean,18,494
2021-04-18,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,20,485
2021-04-19,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,25,476
2021-04-20,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,24,393
2021-04-21,Bangalore,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Clean,19,0
2021-04-22,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,19,477
2021-04-23,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,27,454
2021-04-24,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,21,413
2021-04-25,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.2,Clean,22,374
2021-04-26,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,22,480
2021-04-27,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Dirty,20,492
2021-04-28,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,27,382
2021-04-29,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.8,Clean,16,492
2021-04-30,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,27,492
2021-05-01,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.3,Clean,26,457
2021-05-02,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,24,401
2021-05-03,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,23,424
2021-05-04,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,21,357
2021-05-05,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,22,380
2021-05-06,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,23,467
2021-05-07,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,25,468
2021-05-08,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,25,469
2021-05-09,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Dirty,17,488
2021-05-10,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,27,353
2021-05-11,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,24,456
2021-05-12,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,1.8,Clean,17,462
2021-05-13,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.2,Clean,15,455
2021-05-14,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,15,496
2021-05-15,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,2.5,Clean,26,449
2021-05-16,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,27,433
2021-05-17,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.5,Clean,23,419
2021-05-18,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,27,471
2021-05-19,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,24,404
2021-05-20,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,1.8,Clean,16,469
2021-05-21,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.2,Dirty,26,466
2021-05-22,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.3,Clean,27,464
2021-05-23,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,2.3,Clean,25,393
2021-05-24,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,20,436
2021-05-25,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,26,493
2021-05-26,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,25,434
2021-05-27,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.8,Clean,21,472
2021-05-28,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,21,403
2021-05-29,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,19,479
2021-05-30,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Clean,20,435
2021-05-31,Bangalore,Marketcity,On,Manual,Off,Normal,Off,Off,0.0,Clean,24,0
2021-06-01,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,23,389
2021-06-02,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,16,433
2021-06-03,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Dirty,17,464
2021-06-04,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,27,438
2021-06-05,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,15,399
2021-06-06,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,19,360
2021-06-07,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Clean,19,431
2021-06-08,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,18,443
2021-06-09,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,23,403
2021-06-10,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,24,461
2021-06-11,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,2.3,Clean,17,372
2021-06-12,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,18,447
2021-06-13,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,2.2,Clean,25,489
2021-06-14,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,26,377
2021-06-15,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,24,379
2021-06-16,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Dirty,24,422
2021-06-17,Bangalore,Marketcity,On,Manual,Off,Normal,Off,Off,0.0,Dirty,22,0
2021-06-18,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,17,424
2021-06-19,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Dirty,18,363
2021-06-20,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,25,435
2021-06-21,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,25,372
2021-06-22,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Dirty,15,492
2021-06-23,Bangalore,Marketcity,On,Manual,Off,Normal,Off,Off,0.0,Dirty,21,0
2021-06-24,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,27,493
2021-06-25,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,21,358
2021-06-26,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Clean,24,469
2021-06-27,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,27,401
2021-06-28,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.3,Clean,24,358
2021-06-29,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,2.2,Clean,18,386
2021-06-30,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,26,402
2021-07-01,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,26,461
2021-07-02,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,27,354
2021-07-03,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.5,Clean,27,360
2021-07-04,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.2,Clean,19,489
2021-07-05,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,27,494
2021-07-06,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,27,360
2021-07-07,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,24,452
2021-07-08,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,25,358
2021-07-09,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,27,352
2021-07-10,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Dirty,20,480
2021-07-11,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,19,459
2021-07-12,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,1.8,Clean,27,354
2021-07-13,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,21,499
2021-07-14,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,22,422
2021-07-15,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.8,Clean,18,463
2021-07-16,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,27,360
2021-07-17,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,1.9,Clean,24,412
2021-07-18,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.5,Clean,22,409
2021-07-19,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,23,409
2021-07-20,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,22,459
2021-07-21,Bangalore,Marketcity,On,Manual,Off,Normal,Off,Off,0.0,Clean,17,0
2021-07-22,Bangalore,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Clean,18,0
2021-07-23,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,23,364
2021-07-24,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,25,385
2021-07-25,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,25,376
2021-07-26,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,26,454
2021-07-27,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,25,371
2021-07-28,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Dirty,17,496
2021-07-29,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,23,409
2021-07-30,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,17,475
2021-07-31,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Dirty,16,445
2021-08-01,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,1.9,Clean,23,364
2021-08-02,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,20,407
2021-08-03,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,21,428
2021-08-04,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,15,355
2021-08-05,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.0,Clean,21,379
2021-08-06,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.8,Clean,16,456
2021-08-07,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,24,487
2021-08-08,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,22,402
2021-08-09,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,21,464
2021-08-10,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Clean,27,439
2021-08-11,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,19,419
2021-08-12,Bangalore,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Clean,26,0
2021-08-13,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,27,391
2021-08-14,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.0,Dirty,27,366
2021-08-15,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,1.9,Clean,19,367
2021-08-16,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Dirty,22,446
2021-08-17,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Dirty,18,448
2021-08-18,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,2.1,Clean,26,430
2021-08-19,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,24,420
2021-08-20,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,19,409
2021-08-21,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,26,408
2021-08-22,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Dirty,21,376
2021-08-23,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,23,396
2021-08-24,Bangalore,Marketcity,On,Manual,On,Trip,Off,Off,2.3,Clean,18,484
2021-08-25,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Dirty,15,406
2021-08-26,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.3,Clean,15,432
2021-08-27,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,18,424
2021-08-28,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Dirty,22,453
2021-08-29,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Clean,23,403
2021-08-30,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,18,399
2021-08-31,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,15,433
2021-09-01,Bangalore,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.0,Clean,25,410
2021-09-02,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Dirty,15,435
2021-09-03,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,24,360
2021-09-04,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,2.4,Clean,21,387
2021-09-05,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,23,471
2021-09-06,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,27,364
2021-09-07,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Dirty,22,410
2021-09-08,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,15,382
2021-09-09,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,25,455
2021-09-10,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,16,411
2021-09-11,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,18,396
2021-09-12,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,15,471
2021-09-13,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,19,438
2021-09-14,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,15,414
2021-09-15,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,18,478
2021-09-16,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,26,363
2021-09-17,Bangalore,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.2,Clean,21,443
2021-09-18,Bangalore,Marketcity,On,Auto,On,Trip,Off,Off,2.3,Clean,18,477
2021-09-19,Bangalore,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,16,465
2021-09-20,Bangalore,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Dirty,18,491
2021-09-21,Bangalore,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,22,406
2021-09-22,Bangalore,Marketcity,On,Manual,On,Normal,Off,Off,2.3,Clean,19,436
