Date,Location,Mall,On_Off_Cmd,A/M_Status,Run_Status,Trip_Status,Schedule_Mode,Time_Schedule,Power_Consumption_in_kwh,Filter_Status,Indoor_Temperature,Airflow_Rates_in_CFM
2021-03-29,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.1,Clean,18,366
2021-03-30,Mumbai,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.3,Clean,20,432
2021-03-31,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,18,499
2021-04-01,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,1.9,Clean,18,497
2021-04-02,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Dirty,23,409
2021-04-03,Mumbai,Marketcity,On,Manual,On,Trip,Off,Off,2.5,Clean,15,444
2021-04-04,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Clean,15,421
2021-04-05,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,25,487
2021-04-06,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Dirty,26,405
2021-04-07,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,27,385
2021-04-08,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,1.9,Clean,26,411
2021-04-09,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,19,418
2021-04-10,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,15,486
2021-04-11,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,24,385
2021-04-12,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,26,394
2021-04-13,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,19,416
2021-04-14,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,18,382
2021-04-15,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,17,440
2021-04-16,Mumbai,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,1.9,Clean,15,408
2021-04-17,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,1.8,Clean,16,414
2021-04-18,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,16,448
2021-04-19,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,26,365
2021-04-20,Mumbai,Marketcity,On,Manual,On,Trip,Off,Off,2.1,Clean,15,493
2021-04-21,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,15,477
2021-04-22,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,25,369
2021-04-23,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,26,365
2021-04-24,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,16,372
2021-04-25,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Clean,24,421
2021-04-26,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,15,429
2021-04-27,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,24,446
2021-04-28,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,24,432
2021-04-29,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,26,401
2021-04-30,Mumbai,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,1.9,Clean,24,420
2021-05-01,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,15,481
2021-05-02,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,25,481
2021-05-03,Mumbai,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Clean,23,0
2021-05-04,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.5,Dirty,22,452
2021-05-05,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Dirty,19,392
2021-05-06,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Dirty,26,369
2021-05-07,Mumbai,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.3,Clean,23,379
2021-05-08,Mumbai,Marketcity,On,Auto,On,Trip,Off,Off,2.1,Clean,15,363
2021-05-09,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,24,402
2021-05-10,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,25,430
2021-05-11,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,26,464
2021-05-12,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,17,416
2021-05-13,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,17,483
2021-05-14,Mumbai,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,1.9,Clean,17,491
2021-05-15,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Clean,18,431
2021-05-16,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,26,430
2021-05-17,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,22,484
2021-05-18,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Clean,23,446
2021-05-19,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,19,491
2021-05-20,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,20,376
2021-05-21,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,21,484
2021-05-22,Mumbai,Marketcity,On,Auto,On,Trip,Off,Off,1.9,Clean,15,402
2021-05-23,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,23,463
2021-05-24,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,21,396
2021-05-25,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Clean,19,477
2021-05-26,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,24,482
2021-05-27,Mumbai,Marketcity,On,Auto,On,Trip,Off,Off,2.1,Dirty,16,350
2021-05-28,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,25,454
2021-05-29,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Clean,24,470
2021-05-30,Mumbai,Marketcity,On,Auto,On,Trip,Off,Off,2.4,Clean,23,419
2021-05-31,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,24,408
2021-06-01,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,21,491
2021-06-02,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,22,426
2021-06-03,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,25,479
2021-06-04,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,22,452
2021-06-05,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Dirty,19,443
2021-06-06,Mumbai,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.1,Clean,20,471
2021-06-07,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Dirty,21,350
2021-06-08,Mumbai,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.4,Clean,18,375
2021-06-09,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,20,403
2021-06-10,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,20,457
2021-06-11,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,26,351
2021-06-12,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Clean,22,405
2021-06-13,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,20,469
2021-06-14,Mumbai,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.2,Clean,27,487
2021-06-15,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Dirty,21,470
2021-06-16,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Clean,25,350
2021-06-17,Mumbai,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.4,Clean,24,419
2021-06-18,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,25,413
2021-06-19,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,1.8,Clean,25,461
2021-06-20,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Clean,25,380
2021-06-21,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,22,365
2021-06-22,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Dirty,25,420
2021-06-23,Mumbai,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.0,Clean,18,393
2021-06-24,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Clean,23,364
2021-06-25,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,15,402
2021-06-26,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.9,Clean,17,412
2021-06-27,Mumbai,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.4,Clean,19,360
2021-06-28,Mumbai,Marketcity,On,Auto,On,Trip,Off,Off,1.9,Dirty,26,476
2021-06-29,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,20,382
2021-06-30,Mumbai,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.1,Clean,24,350
2021-07-01,Mumbai,Marketcity,On,Manual,On,Trip,Off,Off,1.9,Dirty,20,415
2021-07-02,Mumbai,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Clean,17,0
2021-07-03,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Dirty,18,371
2021-07-04,Mumbai,Marketcity,On,Manual,On,Trip,Off,Off,2.0,Clean,26,405
2021-07-05,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,16,461
2021-07-06,Mumbai,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Dirty,19,0
2021-07-07,Mumbai,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.2,Clean,15,406
2021-07-08,Mumbai,Marketcity,On,Auto,On,Trip,Off,Off,1.9,Clean,17,438
2021-07-09,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,1.8,Clean,25,454
2021-07-10,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,1.8,Clean,21,430
2021-07-11,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,20,441
2021-07-12,Mumbai,Marketcity,On,Auto,On,Trip,Off,Off,2.0,Dirty,20,435
2021-07-13,Mumbai,Marketcity,On,Auto,On,Trip,Off,Off,2.1,Clean,20,383
2021-07-14,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,22,491
2021-07-15,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,25,447
2021-07-16,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,26,456
2021-07-17,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,24,377
2021-07-18,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,23,489
2021-07-19,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,20,402
2021-07-20,Mumbai,Marketcity,On,Manual,On,Trip,Off,Off,1.8,Clean,24,356
2021-07-21,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Dirty,18,383
2021-07-22,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Dirty,20,390
2021-07-23,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,21,366
2021-07-24,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,21,457
2021-07-25,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,23,497
2021-07-26,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,18,485
2021-07-27,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Dirty,21,421
2021-07-28,Mumbai,Marketcity,On,Manual,On,Trip,Off,Off,2.0,Clean,16,402
2021-07-29,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,27,389
2021-07-30,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,1.8,Dirty,15,434
2021-07-31,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,15,479
2021-08-01,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Dirty,20,498
2021-08-02,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,24,395
2021-08-03,Mumbai,Marketcity,On,Manual,On,Trip,Off,Off,2.3,Clean,25,447
2021-08-04,Mumbai,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.3,Clean,27,357
2021-08-05,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Clean,15,380
2021-08-06,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,24,427
2021-08-07,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Dirty,18,468
2021-08-08,Mumbai,Marketcity,On,Manual,Off,Normal,Off,Off,0.0,Clean,24,0
2021-08-09,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,21,472
2021-08-10,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,17,421
2021-08-11,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.0,Clean,17,362
2021-08-12,Mumbai,Marketcity,On,Auto,Off,Normal,Off,Off,0.0,Clean,23,0
2021-08-13,Mumbai,Marketcity,On,Manual,Off,Normal,Off,Off,0.0,Clean,23,0
2021-08-14,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,15,443
2021-08-15,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,20,486
2021-08-16,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Dirty,24,478
2021-08-17,Mumbai,Marketcity,On,Manual,On,Trip,Off,Off,2.1,Clean,26,492
2021-08-18,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,25,485
2021-08-19,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,26,358
2021-08-20,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,16,389
2021-08-21,Mumbai,Marketcity,On,Manual,On,Trip,Scheduled,Scheduled,2.3,Clean,21,408
2021-08-22,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,22,410
2021-08-23,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,15,421
2021-08-24,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Dirty,15,407
2021-08-25,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,20,416
2021-08-26,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.5,Clean,21,476
2021-08-27,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,1.9,Clean,19,376
2021-08-28,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,18,363
2021-08-29,Mumbai,Marketcity,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,16,400
2021-08-30,Mumbai,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,1.8,Dirty,17,461
2021-08-31,Mumbai,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.3,Clean,23,387
2021-09-01,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Clean,20,394
2021-09-02,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,20,451
2021-09-03,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.3,Clean,26,377
2021-09-04,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Dirty,23,424
2021-09-05,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.4,Dirty,15,494
2021-09-06,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.3,Clean,27,497
2021-09-07,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.0,Clean,26,400
2021-09-08,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,15,373
2021-09-09,Mumbai,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,1.9,Dirty,19,435
2021-09-10,Mumbai,Marketcity,On,Auto,On,Trip,Off,Off,2.0,Dirty,22,417
2021-09-11,Mumbai,Marketcity,On,Auto,On,Trip,Scheduled,Scheduled,2.4,Clean,23,451
2021-09-12,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,18,447
2021-09-13,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,22,425
2021-09-14,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.1,Clean,16,450
2021-09-15,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,15,444
2021-09-16,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.4,Dirty,27,490
2021-09-17,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.3,Clean,24,412
2021-09-18,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,17,360
2021-09-19,Mumbai,Marketcity,On,Auto,On,Normal,Off,Off,2.2,Clean,26,374
2021-09-20,Mumbai,Marketcity,On,Manual,On,Normal,Off,Off,2.2,Clean,24,416
2021-09-21,Mumbai,Marketcity,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,17,439
